index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0211.smt2,,,,4,2,1,8,8,,128,1,113,1,149,601,56,235,,1,2,,,,201,243,228,,,,,,,,571.24,347.61,sat,32.90,1.60,0.68,1.07,0.13,0.28,28.91,19.60,,0.10,0.00,0.00,0.31,32.36,4.09,28.24,0.67,0.52,20.79,0.17,0.00,0.17,
chc-lia-0212.smt2,,4,2,10,10,2,18,18,,204,41,190,43,287,2878,12,537,,107,120,94,,,374,1422,522,103,65,94,19,,30,1,1600.64,1016.35,sat,197.31,13.22,4.74,8.60,0.54,3.33,174.12,122.42,2.79,0.71,0.00,0.00,1.12,195.90,55.96,139.86,1.88,2.71,76.39,8.12,0.00,8.12,6.23
chc-lia-0213.smt2,,,,5,4,1,7,7,,71,2,24,2,72,401,2,134,,3,15,,,,113,242,123,,1,,,,,,265.04,163.38,sat,8.35,0.49,0.18,0.29,0.04,0.11,6.95,4.44,,0.03,0.00,0.00,0.12,8.12,1.46,6.63,0.29,0.14,4.36,0.06,0.00,0.06,
chc-lia-0214.smt2,,,,6,3,1,8,8,,116,,89,2,66,502,6,152,,2,16,,,,111,250,141,,,,,,,,432.72,270.60,sat,16.26,0.95,0.37,0.61,0.09,0.18,14.02,8.95,,0.05,0.00,0.00,0.17,15.91,2.46,13.42,0.37,0.19,9.81,0.09,0.00,0.09,
chc-lia-0215.smt2,,,,6,3,1,8,8,,116,,89,2,66,502,6,152,,2,16,,,,111,250,141,,,,,,,,432.72,270.60,sat,16.26,0.95,0.36,0.61,0.09,0.18,14.02,8.99,,0.05,0.00,0.00,0.17,15.91,2.49,13.39,0.37,0.19,9.79,0.09,0.00,0.09,
chc-lia-0216.smt2,,,,6,3,1,11,11,,80,2,159,4,92,609,45,174,,5,9,4,,,133,213,165,8,2,4,,,3,,453.80,275.94,sat,18.11,1.29,0.44,0.82,0.09,0.28,15.28,10.01,,0.07,0.00,0.00,0.22,17.80,3.21,14.55,0.44,0.25,9.50,0.23,0.00,0.23,0.19
chc-lia-0217.smt2,,,,7,3,1,11,11,,200,3,262,2,170,1498,48,317,,2,5,1,,,226,713,306,1,,1,,,8,,965.16,597.13,sat,69.83,3.01,1.20,2.08,0.22,0.51,62.52,42.32,,0.26,0.00,0.00,0.64,68.80,15.69,53.07,1.17,0.90,39.41,0.59,0.00,0.59,0.05
chc-lia-0225.smt2,,,,40,1,,41,41,,141,4,625,,100,4023,3,454,,,,,,,100,2024,415,,,,,,,,335.76,231.73,sat,15.44,1.63,0.14,0.87,0.09,0.55,12.05,8.24,,0.14,0.00,0.00,0.06,15.24,5.61,9.48,0.23,0.56,5.09,0.02,,0.02,
chc-lia-0226.smt2,,,,4,,,6,6,,44,,20,,27,139,,61,,,,,,,49,67,54,,,,,,,,173.52,98.38,sat,4.14,0.46,0.18,0.30,0.02,0.10,3.17,2.12,,0.01,0.00,0.00,0.07,3.91,0.55,3.34,0.15,0.02,1.86,0.00,,0.00,
chc-lia-0227.smt2,,,,4,,,7,7,,80,,35,,66,331,,105,,,,,,,81,174,97,,,,,,,,309.00,183.88,sat,11.86,1.42,0.59,1.03,0.06,0.24,9.43,6.37,,0.02,0.00,0.00,0.15,11.49,1.64,9.83,0.30,0.08,6.23,0.00,,0.00,
chc-lia-0228.smt2,,,,5,,,5,5,,48,,24,,26,159,,62,,,,,,,52,90,56,,,,,,,,167.64,95.38,sat,3.66,0.40,0.15,0.25,0.02,0.09,2.79,1.82,0.01,0.01,0.00,0.00,0.07,3.46,0.53,2.92,0.15,0.03,1.53,0.00,,0.00,
chc-lia-0229.smt2,,,,4,,,8,8,,56,,32,,49,292,5,85,,,,,,,60,157,77,,,,,,,,252.80,149.50,sat,7.44,0.76,0.31,0.52,0.04,0.14,5.96,3.87,,0.01,0.00,0.00,0.12,7.17,1.43,5.71,0.24,0.05,3.26,0.00,,0.00,
chc-lia-0230.smt2,,,,4,,,6,6,,56,,19,,36,161,,73,,,,,,,62,81,66,,,,,,,,215.56,126.63,sat,5.07,0.52,0.21,0.35,0.03,0.10,3.93,2.56,,0.01,0.00,0.00,0.09,4.80,0.65,4.13,0.19,0.04,2.31,0.00,,0.00,
chc-lia-0231.smt2,,,,28,1,,45,45,,223,,4990,,426,22046,36,1964,,,,,,,243,11226,1922,,,,,,,,1705.60,1106.46,sat,546.69,13.98,1.11,8.47,0.75,3.92,511.98,392.86,0.03,2.95,0.00,0.00,0.34,545.15,226.25,318.73,2.15,9.99,225.10,0.45,,0.45,
chc-lia-0232.smt2,,,,23,,,35,35,,169,,1264,,269,7702,12,807,,,,,,,172,3989,771,,,,,,,,628.48,451.17,sat,67.80,4.72,0.39,2.58,0.24,1.59,57.87,42.97,,0.58,0.00,0.00,0.12,67.20,24.89,42.18,0.57,2.19,26.62,0.00,,0.00,
chc-lia-0233.smt2,,,,39,,,46,46,,199,,1623,,218,7810,8,708,,,,,,,158,4204,673,,,,,,,,628.44,441.61,sat,53.86,4.24,0.30,2.29,0.20,1.49,45.15,33.26,,0.54,0.00,0.00,0.10,53.38,18.45,34.76,0.49,1.79,21.89,0.00,,0.00,
chc-lia-0234.smt2,,565,418,128,34,2,130,130,,177,,1971,24,116,12656,41,1771,,42,194,,,,504,6640,1853,,725,,3,12,1647,18,908.68,546.44,sat,61.44,2.50,0.35,1.00,0.30,0.93,50.77,21.66,12.41,0.31,0.01,0.00,0.68,61.04,19.72,40.66,1.84,1.66,6.86,10.89,0.00,10.89,0.09
chc-lia-0235.smt2,,,,,1,,55,54,,526,3,4336,,,19307,38,1599,,,,,,,150,8810,1553,,,,,,,,329.49,327.58,timeout,598.35,10.91,1.01,6.77,0.72,2.69,565.12,435.19,0.19,2.58,0.00,0.00,0.28,592.60,288.99,303.41,1.58,8.91,217.91,0.16,,0.16,
chc-lia-0236.smt2,,,,,1,,35,34,,790,3,3940,,,14642,12,2017,,,,,,,316,5732,1983,,,,,,,,369.88,367.88,timeout,598.38,17.06,1.43,10.30,0.86,4.84,531.50,426.89,,3.58,0.00,0.00,0.40,574.93,185.27,389.53,2.52,16.49,274.37,0.20,,0.20,
chc-lia-0237.smt2,18,3,,,1,,18,18,,19,,32,,,50,,52,,,,,,,21,,51,18,1,1,,,,,83.28,32.07,unsat,0.62,0.05,0.01,0.02,0.00,0.02,0.23,0.14,,0.00,0.01,0.00,0.04,0.46,0.03,0.38,0.06,0.01,0.03,0.01,,0.01,0.08
chc-lia-0238.smt2,,,,1,,,1,1,,7,,,,5,11,,8,,,,,,,7,9,6,,,,,,,,53.20,25.30,sat,0.12,0.00,0.00,0.00,0.00,0.00,0.04,0.02,,,0.01,0.00,0.00,0.05,0.02,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0240.smt2,,,,19,,,41,41,,162,,2905,,375,12894,27,1534,,,,,,,196,7053,1493,,,,,,,,1291.92,861.05,sat,322.92,11.23,0.80,6.87,0.56,3.07,298.04,226.47,,1.46,0.00,0.00,0.28,321.87,88.96,232.76,1.59,6.86,166.17,0.00,,0.00,
chc-lia-0241.smt2,,,,,1,1,35,34,,808,5,3711,,,13104,7,1946,,,,,,,317,4888,1913,,,,,,,,364.43,362.38,timeout,598.62,14.65,1.21,8.86,0.82,4.01,504.20,413.60,,3.21,0.00,0.00,0.40,543.32,169.67,373.52,2.47,15.13,266.72,0.37,0.00,0.37,
chc-lia-0242.smt2,,3,,,1,1,34,33,,786,,3716,,,11590,29,1978,,,,,,,289,3734,1947,,13,,,,,,360.49,342.23,timeout,598.30,18.81,1.30,11.37,0.90,5.36,464.03,388.98,0.03,2.69,0.00,0.00,0.36,503.53,123.41,379.99,2.30,12.22,275.63,0.30,0.00,0.30,
chc-lia-0243.smt2,,,,1,3,1,4,4,,11,2,5,,9,24,,24,,1,2,,,,15,7,18,,,,,,36,,100.24,42.78,sat,0.48,0.03,0.00,0.01,0.00,0.02,0.26,0.19,,0.00,0.02,0.01,0.01,0.35,0.05,0.29,0.02,0.00,0.05,0.07,0.00,0.07,
chc-lia-0244.smt2,20,20,8,,1,,20,20,,70,,95,,4,424,,126,,,,,,,81,148,125,20,8,2,,,,,206.20,87.35,unsat,2.79,0.14,0.02,0.05,0.01,0.06,1.60,1.01,0.11,0.01,0.02,0.01,0.19,2.45,0.53,1.85,0.37,0.04,0.31,0.06,,0.06,0.25
chc-lia-0245.smt2,,4,,,11,1,67,66,,687,,4171,,229,19101,12,1535,,14,36,,,,291,9657,1462,,15,,,,,,386.17,376.40,timeout,599.30,17.53,1.24,10.34,0.66,5.43,552.02,417.34,,3.33,0.00,0.00,0.27,587.24,244.37,342.60,1.89,8.07,241.33,6.31,0.00,6.31,
chc-lia-0246.smt2,4,,10,,,,4,4,,12,,1,,3,27,,19,,,,,,,13,10,19,4,,3,,,,,98.88,40.56,unsat,0.85,0.05,0.00,0.02,0.00,0.02,0.49,0.04,0.32,0.00,0.01,0.01,0.04,0.67,0.14,0.52,0.08,0.00,0.16,0.00,,0.00,0.03
chc-lia-0247.smt2,,1,,22,1,,38,38,,162,,1343,,161,4965,10,786,,,,,,,97,1966,749,,11,,,,,,516.96,315.40,sat,72.65,10.31,0.62,6.89,0.35,2.50,57.83,45.01,,0.38,0.00,0.00,0.13,72.26,18.35,53.77,0.70,1.78,31.47,0.05,,0.05,
chc-lia-0248.smt2,,,,2,,,4,4,,14,,2,,8,30,,21,,,,,,,8,12,16,,,,,,,,118.20,49.85,sat,0.28,0.01,0.00,0.00,0.00,0.01,0.12,0.06,0.01,0.00,0.02,0.01,0.01,0.17,0.03,0.13,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0249.smt2,,,,,1,,36,35,,756,,3547,,,12517,6,1977,,,,,,,376,4824,1946,,,,,,,,344.82,344.82,timeout,598.62,25.15,1.46,15.59,1.04,7.07,454.01,356.94,,2.51,0.00,0.00,0.35,498.71,149.68,348.90,2.67,10.72,238.39,0.24,,0.24,
chc-lia-0251.smt2,,,,1,,,3,3,,5,,1,,4,9,,10,,,,,,,4,3,6,,,,,,,,90.68,43.35,sat,0.22,0.01,0.00,0.00,0.00,0.00,0.07,0.03,,0.00,0.01,0.01,0.00,0.09,0.02,0.06,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0252.smt2,,2,,10,3,,11,11,,37,,60,,32,281,,90,,,,,,,54,153,78,,,,,,,,167.32,83.06,sat,1.14,0.09,0.01,0.03,0.01,0.04,0.58,0.30,,0.00,0.02,0.01,0.04,0.91,0.20,0.67,0.08,0.03,0.12,0.03,,0.03,
chc-lia-0254.smt2,7,,50,,7,1,7,7,,34,,14,,16,178,,56,,,,,,,36,109,56,7,,6,,,62,,244.32,102.36,unsat,2.69,0.16,0.02,0.07,0.01,0.07,1.82,0.07,1.25,0.00,0.03,0.02,0.09,2.29,0.53,1.73,0.18,0.02,0.26,0.32,0.00,0.32,0.05
chc-lia-0255.smt2,,,,,,,36,35,,829,,5502,,89,21573,5,1295,,,,,,,345,9992,1260,,,,,,,,413.45,410.54,timeout,599.11,32.41,1.90,20.15,0.93,9.57,530.72,389.67,,4.64,0.01,0.00,0.23,581.33,298.59,282.61,2.28,7.77,193.49,0.02,,0.02,
chc-lia-0256.smt2,,,8,2,,,4,4,,22,,1,,17,40,,33,,,,,,,20,22,29,,,,,,,,243.72,108.78,sat,1.41,0.14,0.01,0.06,0.01,0.07,0.75,0.31,0.18,0.00,0.04,0.03,0.02,0.98,0.20,0.76,0.05,0.00,0.18,0.00,,0.00,
chc-lia-0258.smt2,,,14,3,,,5,5,,15,,3,,10,58,,25,,,,,,,12,32,19,,,,,,,,242.92,109.07,sat,1.17,0.04,0.00,0.01,0.00,0.02,0.60,0.02,0.31,0.00,0.04,0.03,0.01,0.70,0.32,0.36,0.03,0.00,0.00,0.00,,0.00,
chc-lia-0259.smt2,,,,1,,,4,4,,17,,8,,14,35,,31,,,,,,,17,9,26,,,,,,,,312.52,127.71,sat,1.19,0.10,0.01,0.03,0.00,0.06,0.60,0.43,,0.00,0.06,0.04,0.01,0.75,0.16,0.58,0.01,0.00,0.20,0.00,,0.00,
chc-lia-0260.smt2,,,48,5,2,,6,6,,54,8,42,,30,250,,86,,,,,,,54,121,79,,,,,,,,354.48,142.81,sat,2.23,0.10,0.01,0.04,0.01,0.05,1.46,0.17,0.71,0.00,0.05,0.03,0.03,1.71,0.37,1.32,0.05,0.02,0.04,0.01,,0.01,
chc-lia-0261.smt2,,,47,5,2,,6,6,,53,8,41,,27,236,,82,,,,,,,51,111,75,,,,,,,,353.56,141.93,sat,2.09,0.10,0.01,0.04,0.01,0.05,1.33,0.17,0.60,0.00,0.05,0.03,0.02,1.57,0.34,1.21,0.05,0.02,0.03,0.01,,0.01,
chc-lia-0262.smt2,,3,,19,16,1,19,19,,46,,135,,22,585,,139,,12,60,2,,,67,327,123,7,13,2,,,84,,329.44,132.51,sat,2.03,0.14,0.01,0.04,0.01,0.08,1.16,0.70,0.07,0.00,0.05,0.03,0.05,1.69,0.40,1.20,0.12,0.04,0.03,0.20,0.00,0.20,0.03
chc-lia-0263.smt2,,,7315,,6,,122,121,,296,14276,7394,,3,25403,,14703,,,,,,,280,5102,14581,,,,,,,,1153.29,1139.21,timeout,595.13,20.73,3.81,10.25,1.43,5.96,438.82,38.04,96.82,0.95,0.07,0.05,3.09,578.02,66.84,510.67,10.75,43.90,49.09,48.53,,48.53,
chc-lia-0265.smt2,,,552,13,25,1,14,14,,436,,319,,217,4097,21,674,,6,2,,,,453,2279,657,,2,,,,172,,3559.96,1083.40,sat,13.13,0.63,0.08,0.22,0.08,0.25,8.29,0.55,4.14,0.01,0.15,0.07,0.25,10.32,3.11,7.14,0.49,0.19,0.60,0.51,0.00,0.51,0.02
chc-lia-0267.smt2,,,,3,,,6,6,,12,,19,,7,38,,29,,,,,,,7,9,22,,,,,,,,372.84,160.57,sat,1.12,0.03,0.00,0.01,0.00,0.02,0.34,0.15,,0.00,0.07,0.04,0.01,0.41,0.06,0.34,0.02,0.00,0.00,0.00,,0.00,
chc-lia-0268.smt2,11,,22,,10,1,11,11,,25,,9,,,298,,43,,,,,,,25,143,42,11,,2,,,4,,688.80,259.80,unsat,4.27,0.21,0.02,0.09,0.01,0.11,2.98,0.29,1.92,0.00,0.09,0.07,0.02,3.37,1.37,1.96,0.04,0.02,0.29,0.23,0.00,0.23,0.03
chc-lia-0269.smt2,,884,,18,46,1,34,34,,156,4,1243,,203,3515,79,1204,,73,567,,,,793,1439,1280,,344,,,8,6749,32,2895.52,1389.56,sat,178.85,4.16,0.62,1.61,0.49,1.71,158.92,124.08,,0.11,0.05,0.04,0.67,173.99,10.59,163.25,1.65,3.21,15.59,96.69,0.00,96.69,0.22
chc-lia-0270.smt2,4,,,,,,4,4,,5,,4,,,11,,11,,,,,,,5,1,10,4,,1,,,,,396.16,165.18,unsat,1.82,0.00,0.00,0.00,0.00,0.00,0.54,0.34,,0.00,0.07,0.05,0.02,0.60,0.13,0.47,0.02,0.00,0.10,0.00,,0.00,0.01
chc-lia-0271.smt2,,4602,345,131,104,1,137,137,,143,,3698,,143,15590,1,4764,,22,1,,,,150,10304,4641,,4471,,,1,6534,30,1633.68,1046.25,sat,272.08,7.67,1.03,2.15,0.82,3.90,182.83,103.13,3.76,0.57,0.10,0.07,2.21,270.79,20.15,249.91,5.40,6.63,0.26,148.23,0.01,148.23,0.03
chc-lia-0272.smt2,10,,14,,1,,10,10,,28,,19,,6,244,,52,,,,,,,32,122,51,10,,3,,,,,458.76,197.15,unsat,2.62,0.02,0.00,0.01,0.00,0.01,1.51,0.83,0.21,0.00,0.06,0.04,0.06,1.77,0.90,0.84,0.14,0.01,0.04,0.01,,0.01,0.03
chc-lia-0273.smt2,10,,679,,14,2,10,10,,732,9,188,15,13,1512,1,899,,21,,,,,833,503,900,10,3,3,3,,2654,5,3333.36,1211.27,unsat,442.80,23.21,2.09,11.05,0.86,9.93,391.96,12.00,318.35,0.02,0.14,0.10,6.81,435.97,23.74,412.18,16.01,1.95,128.13,153.66,0.00,153.66,1.72
chc-lia-0274.smt2,,,11,2,,,4,4,,14,,3,,8,30,,21,,,,,,,8,12,16,,,,,,,,633.88,294.23,sat,3.18,0.14,0.01,0.04,0.00,0.09,1.50,0.36,0.64,0.00,0.12,0.10,0.01,1.69,0.40,1.28,0.02,0.00,0.00,0.00,,0.00,
chc-lia-0275.smt2,10,8,413,,61,1,10,10,,294,,91,,37,2090,2,517,,62,30,,,,414,1153,543,10,13,7,,,837,,3028.68,1015.53,unsat,28.85,1.12,0.15,0.39,0.10,0.53,22.97,4.54,12.84,0.01,0.17,0.12,0.47,26.27,4.81,21.41,0.87,0.36,0.85,2.92,0.00,2.92,1.01
chc-lia-0276.smt2,4,,77,,1,,4,4,,88,,13,,,143,,108,,,,,,,99,45,108,4,,1,,,,,1318.60,470.33,unsat,14.70,0.22,0.01,0.05,0.01,0.15,11.42,1.40,8.34,0.00,0.14,0.10,0.33,12.50,2.65,9.83,0.71,0.02,1.66,0.00,,0.00,0.17
chc-lia-0277.smt2,,,28,1,,,3,3,,30,,1,,17,33,,37,,,,,,,27,14,33,,,,,,,,998.88,405.80,sat,9.59,0.33,0.02,0.10,0.01,0.21,6.44,0.02,5.26,0.00,0.14,0.11,0.02,6.84,2.23,4.60,0.03,0.00,1.07,0.00,,0.00,
chc-lia-0278.smt2,,6536,223,,93,2,154,153,,375,,5738,61,103,12826,20,6908,,27,150,,,,627,3898,6871,,6067,,6,6,10773,4,1025.20,997.40,timeout,596.01,8.95,1.58,4.00,1.50,1.62,440.03,225.27,13.80,0.69,0.21,0.13,5.61,576.83,37.50,538.41,12.79,20.52,2.39,272.44,0.01,272.44,0.13
chc-lia-0279.smt2,,1371,1595,,57,1,67,66,,405,,1498,2,37,12655,6,1918,,66,24,,,,362,5282,1849,,1308,,,1,14360,22,908.95,882.25,timeout,598.52,25.44,2.69,8.96,1.34,13.81,520.49,28.43,406.27,0.33,0.17,0.14,2.22,574.52,113.88,460.30,4.08,6.19,4.30,313.98,0.00,313.98,1.40
chc-lia-0280.smt2,7,,129,,3,1,7,7,,116,1,27,7,3,406,,151,,7,,,,,149,165,151,7,,5,,,116,1,1766.08,618.42,unsat,53.31,1.24,0.10,0.49,0.05,0.63,40.14,2.49,32.01,0.00,0.18,0.14,0.80,43.65,8.19,35.43,1.78,0.09,10.82,6.70,0.00,6.70,0.76
chc-lia-0281.smt2,55,2388,653,,56,1,55,55,,3567,1,2510,3,113,22216,7,4978,,13,21,,,,4650,9652,5086,55,148,5,,1,4395,11,9893.16,3610.09,unsat,489.06,15.69,1.99,6.35,1.62,5.94,383.24,182.09,105.76,1.41,0.18,0.13,14.53,480.57,63.80,416.49,23.48,26.99,133.76,69.39,0.00,69.39,1.93
chc-lia-0282.smt2,,,48,6,,,8,8,,67,,33,,50,508,,95,,,,,,,58,310,86,,,,,,,,1320.32,519.55,sat,11.72,0.57,0.02,0.11,0.01,0.42,8.47,2.28,4.49,0.00,0.18,0.15,0.08,9.32,3.06,6.24,0.18,0.00,0.58,0.00,,0.00,
chc-lia-0283.smt2,,,4,3,1,,5,5,,10,,4,,9,41,,20,,,,,,,14,19,15,,,,,,,,1086.64,534.87,sat,16.65,0.87,0.04,0.28,0.02,0.54,9.67,0.09,6.54,0.00,0.20,0.18,0.02,10.62,2.94,7.67,0.05,0.00,4.10,0.00,,0.00,
chc-lia-0284.smt2,13,59,568,,80,2,13,13,,854,69,1257,32,,8579,,1160,,44,53,,,,967,4287,1159,13,1,2,3,,2251,,16896.24,4876.81,unsat,187.61,5.60,0.51,1.83,0.31,3.06,169.93,24.05,104.87,0.12,0.29,0.15,2.07,184.38,33.03,151.28,4.13,1.52,31.38,47.19,0.00,47.19,1.11
chc-lia-0285.smt2,,,1,4,,,6,6,,44,,33,,26,213,,59,,,,,,,42,106,52,,,,,,,,1476.44,559.07,sat,8.83,0.24,0.02,0.06,0.01,0.16,6.39,4.94,0.15,0.00,0.26,0.21,0.06,6.85,2.09,4.73,0.14,0.00,0.29,0.00,,0.00,
chc-lia-0286.smt2,,,158,13,1,,15,15,,156,,96,,85,997,,231,,,,,,,180,532,215,,,,,,,,2149.84,837.82,sat,20.61,1.29,0.11,0.53,0.07,0.60,15.40,2.71,8.97,0.01,0.27,0.23,0.23,17.53,5.82,11.64,0.50,0.03,0.51,0.02,,0.02,
chc-lia-0287.smt2,,2365,2566,,184,2,48,47,,694,,1563,416,,15793,21,3872,34,496,85,,,,1074,5776,4609,,2463,,36,38,44895,108,1034.98,993.57,timeout,598.89,7.37,1.71,3.47,1.33,1.67,530.47,156.00,331.92,0.33,0.31,0.21,4.00,588.07,76.68,511.12,7.61,13.30,8.85,394.32,0.01,394.32,7.69
chc-lia-0288.smt2,18,98,664,,50,2,18,18,,808,290,1580,33,34,9947,22,1287,,124,59,,,,1122,5853,1366,18,79,4,12,1,6236,42,8704.12,2873.68,unsat,485.74,6.67,0.85,3.05,0.43,2.56,461.97,32.72,345.54,0.13,0.33,0.24,0.80,481.43,70.46,410.86,1.84,4.30,56.51,229.38,0.00,229.38,4.31
chc-lia-0290.smt2,17,107,796,,71,2,17,17,,847,380,1683,49,17,8975,5,1424,,170,51,,,,1117,4933,1596,17,137,4,1,7,2861,39,7261.16,2457.00,unsat,356.07,6.52,0.84,2.97,0.42,2.49,331.19,41.07,220.65,0.12,0.34,0.26,1.08,351.74,53.14,298.50,2.49,4.58,53.40,116.16,0.00,116.16,8.18
chc-lia-0291.smt2,,,728,13,8,1,14,14,,732,,682,,349,8230,3,977,,1,,,,,802,4300,962,,,,,,31,,14496.64,4185.58,sat,63.74,1.66,0.17,0.56,0.18,0.73,43.38,2.76,23.33,0.04,0.38,0.22,0.57,47.56,12.16,35.33,1.12,0.19,1.16,1.31,0.00,1.31,0.01
chc-lia-0292.smt2,,1516,111,,78,1,126,125,,414,,4027,90,6,27507,347,1865,,78,449,,,,1651,17447,1959,,233,,,10,5915,,1934.38,1875.65,timeout,598.21,7.12,0.59,1.89,0.60,2.95,460.78,187.30,4.91,0.83,0.22,0.16,9.69,520.45,110.39,409.37,23.50,9.64,2.67,84.09,0.00,84.09,0.51
chc-lia-0294.smt2,,,42,2,,,3,3,,46,,1,,35,120,,55,,,,,,,44,100,51,,,,,,,,1976.52,773.32,sat,17.63,0.44,0.01,0.07,0.01,0.35,12.08,0.00,9.56,0.00,0.28,0.24,0.05,12.69,2.81,9.86,0.11,0.00,1.36,0.00,,0.00,
chc-lia-0295.smt2,5,,122,,1,1,5,5,,146,,10,,1,323,,164,,,,,,,159,163,164,5,,3,,,7,3,3530.84,1186.98,unsat,57.27,1.35,0.08,0.44,0.03,0.82,46.83,0.93,38.26,0.00,0.32,0.25,1.18,52.30,8.01,44.28,3.74,0.06,8.53,0.61,0.00,0.61,0.29
chc-lia-0296.smt2,,,154,3,,,7,7,,164,,94,,83,593,,194,,,,,,,159,300,186,,,,,,,,5264.84,1649.34,sat,20.14,0.27,0.01,0.06,0.01,0.16,16.58,0.58,11.44,0.00,0.40,0.30,0.16,17.36,2.01,15.32,0.31,0.01,0.00,0.00,,0.00,
chc-lia-0297.smt2,,,,3,,,6,6,,19,,20,,13,66,,38,,,,,,,19,26,31,,,,,,,,972.52,399.37,sat,5.17,0.23,0.02,0.09,0.01,0.12,2.10,1.29,0.23,0.00,0.24,0.13,0.02,2.44,0.59,1.83,0.05,0.00,0.43,0.00,,0.00,
chc-lia-0298.smt2,,,,2,,,4,4,,61,,2,,47,194,,68,,,,,,,54,144,63,,,,,,,,1887.84,775.08,sat,13.98,0.23,0.02,0.09,0.01,0.10,9.70,5.87,0.13,0.00,0.28,0.23,0.08,10.20,2.11,8.07,0.20,0.00,0.00,0.00,,0.00,
chc-lia-0299.smt2,2,,1,,,,2,2,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,860.48,386.47,unsat,3.77,0.00,0.00,0.00,0.00,0.00,1.39,0.98,0.10,,0.36,0.28,0.02,1.44,0.44,0.99,0.02,0.00,,,,,0.04
chc-lia-0302.smt2,2,,1,,,,2,2,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,634.08,299.14,unsat,2.36,0.00,0.00,0.00,0.00,0.00,0.91,0.82,0.04,,0.25,0.18,0.00,0.92,0.03,0.88,0.00,0.00,,,,,0.00
chc-lia-0303.smt2,,,33,2,,,4,4,,29,,11,,19,72,,42,,,,,,,30,32,37,,,,,,,,1939.68,804.76,sat,12.04,0.45,0.02,0.11,0.01,0.31,8.00,0.20,5.47,0.00,0.40,0.30,0.08,8.65,1.71,6.93,0.16,0.00,2.21,0.00,,0.00,
chc-lia-0304.smt2,3,,42,,,,3,3,,38,,1,,,22,,44,,,,,,,43,,44,3,,2,,,,,2131.20,854.03,unsat,34.76,1.09,0.04,0.19,0.02,0.84,24.18,2.18,16.73,0.00,0.41,0.36,0.75,26.96,2.77,24.18,1.40,0.01,13.79,0.00,,0.00,0.24
chc-lia-0305.smt2,11,1,384,,10,1,11,11,,443,,151,,26,3511,6,490,,8,,,,,444,2061,489,11,7,3,,,603,,8103.04,2570.97,unsat,118.39,2.73,0.21,1.05,0.11,1.42,107.18,2.21,86.34,0.01,0.40,0.25,0.70,113.44,23.25,90.13,1.64,0.64,16.44,33.21,0.00,33.21,0.18
chc-lia-0306.smt2,,,81,6,,,10,10,,60,,34,,45,412,6,109,,,,,,,83,223,98,,,,,,,,1935.28,779.76,sat,32.54,0.73,0.07,0.21,0.03,0.45,27.31,0.14,16.60,0.00,0.51,0.41,0.09,28.36,7.08,21.23,0.17,0.01,0.29,0.00,,0.00,
chc-lia-0310.smt2,3,,,,1,,3,3,,85,,2,,,53,,88,,,,,,,69,3,87,3,,1,,,,,4543.68,1604.97,unsat,98.12,0.90,0.03,0.11,0.01,0.75,82.58,73.55,0.23,0.00,0.50,0.40,1.54,87.39,3.28,84.10,3.35,0.01,45.71,0.00,,0.00,0.50
chc-lia-0311.smt2,9,,33,,2,,9,9,,100,,160,,20,637,,170,,,,,,,106,240,169,9,,3,,,,,3040.92,1038.48,unsat,6.05,0.15,0.01,0.04,0.01,0.08,2.96,1.19,0.45,0.00,0.46,0.35,0.11,3.50,0.84,2.62,0.19,0.02,0.01,0.01,,0.01,0.04
