index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0140.smt2,654,5,,17,3,42,42,14,132,5,114,520,93,1129,25,31,6673,142,1208,,51,565,,,4,1481,3758,1549,45,77,4,31,,74,,,934.88,525.24,unsat,162.06,2.56,0.80,1.33,0.24,0.66,144.86,88.37,0.76,1.20,0.00,0.00,1.42,161.60,36.77,,124.61,4.40,3.94,42.64,7.23,0.00,7.23,6.76
chc-lia-0141.smt2,763,59,,21,4,43,43,1,134,15,130,715,21,1882,235,18,11872,103,1323,,48,350,11,,193,1606,7009,1650,67,41,20,39,,76,,,1418.64,742.54,unsat,214.29,3.78,1.31,2.11,0.36,0.91,192.29,129.68,5.82,2.62,0.00,0.00,1.44,213.57,78.41,,134.92,4.55,4.53,55.02,14.04,0.00,14.04,4.88
chc-lia-0142.smt2,73,2,,5,2,17,17,,91,5,147,319,59,120,19,32,1593,34,485,,27,141,12,,4,649,822,555,42,,17,11,,26,,,358.20,189.29,unsat,22.15,1.34,0.42,0.73,0.10,0.38,17.18,11.93,0.12,0.13,0.00,0.00,0.42,21.92,4.81,,17.02,1.07,1.01,5.80,1.08,0.00,1.08,0.88
chc-lia-0143.smt2,565,8,,10,2,33,33,,149,5,135,393,60,541,21,22,3499,45,1060,,35,250,1,,1,1451,1680,1393,52,29,7,14,,66,,,550.48,304.48,unsat,73.20,2.02,0.57,0.98,0.18,0.59,61.60,38.75,0.29,0.53,0.00,0.00,1.23,72.84,14.42,,58.25,3.49,2.14,22.62,3.54,0.00,3.54,2.08
chc-lia-0144.smt2,552,1,,9,2,42,42,,182,,241,502,111,800,9,16,5059,234,1178,,49,661,3,,14,1260,3021,1253,45,145,4,28,,28,,,681.32,363.41,unsat,86.23,1.96,0.64,0.98,0.18,0.53,72.34,44.14,0.22,0.51,0.00,0.00,1.16,85.83,17.05,,68.56,3.36,3.42,25.49,6.19,0.00,6.19,1.97
chc-lia-0145.smt2,697,8,,28,2,43,43,,243,2,197,848,145,1191,51,23,8163,135,1512,,82,661,14,,21,2068,5060,2023,72,104,16,56,,108,8,8,1441.60,745.49,unsat,313.42,4.87,1.62,2.75,0.44,1.13,285.01,177.34,2.92,1.16,0.00,0.00,2.06,312.58,65.97,,246.37,6.84,7.41,112.14,18.76,0.00,18.76,8.21
chc-lia-0146.smt2,257,26,,15,2,23,23,,94,3,133,361,48,348,30,30,2648,12,670,,43,166,9,,,837,1148,798,46,47,12,34,,22,,,438.44,249.81,unsat,38.98,1.63,0.45,0.85,0.13,0.47,31.02,21.08,0.57,0.47,0.00,0.00,0.72,38.73,10.04,,28.56,1.90,1.57,8.60,3.15,0.00,3.15,1.19
chc-lia-0147.smt2,873,5,,27,2,41,41,,263,11,249,1063,129,994,150,43,10541,185,1877,,104,1200,26,,151,2568,6984,2448,97,81,27,31,,87,,,1906.28,1060.29,unsat,406.21,7.98,2.67,4.71,0.62,1.86,367.78,227.94,1.43,1.54,0.00,0.00,2.36,405.23,77.56,,327.45,8.47,10.16,151.07,21.30,0.00,21.30,9.15
chc-lia-0148.smt2,401,3,,8,3,34,34,10,148,2,143,850,188,1329,62,54,10342,257,1395,,68,832,12,,16,1870,5778,1731,43,7,13,34,,71,19,,1358.52,716.65,unsat,247.77,3.29,1.13,1.84,0.29,0.76,224.27,156.06,0.45,2.71,0.00,0.00,1.69,247.14,90.12,,156.83,4.99,6.25,72.08,10.36,0.00,10.36,3.96
chc-lia-0149.smt2,530,28,,9,4,33,33,11,134,19,176,1127,94,1444,79,46,11143,173,1682,,82,838,18,,93,2289,5645,2168,71,22,26,226,,72,39,3,2072.12,1120.61,unsat,549.89,12.10,4.04,7.61,0.78,2.82,502.64,357.26,17.12,5.03,0.00,0.00,2.10,549.01,234.45,,314.38,8.01,12.29,150.96,22.09,0.00,22.09,6.38
chc-lia-0150.smt2,,14,,15,6,32,31,4,125,16,113,665,86,951,28,41,6572,140,1101,,48,509,4,,11,1492,3096,1384,41,34,17,46,,50,24,2,,413.40,timeout,597.19,3.54,0.90,2.03,0.27,0.88,143.08,98.81,2.51,2.24,0.00,0.00,1.26,162.03,62.50,,99.37,4.13,4.86,41.47,5.96,0.00,5.96,2.74
chc-lia-0151.smt2,391,5,,14,3,33,33,15,110,,146,928,190,1069,83,26,8303,43,1437,,83,702,26,2,24,1881,4884,1759,74,37,27,55,,51,6,1,1264.36,716.24,unsat,248.65,6.30,1.97,3.57,0.46,1.70,220.71,138.61,3.36,1.47,0.00,0.00,1.60,247.99,42.00,,205.81,5.62,7.87,98.26,13.41,0.00,13.41,5.32
chc-lia-0152.smt2,559,17,,9,3,41,41,7,112,5,95,1016,255,1475,61,29,10693,82,1558,,69,995,9,,151,1910,6556,1807,59,29,9,128,,33,16,,1696.32,838.46,unsat,289.52,3.57,1.23,2.01,0.36,0.78,262.01,165.28,4.13,2.49,0.00,0.00,1.69,288.67,85.87,,202.58,6.08,7.80,91.81,15.34,0.00,15.34,5.25
chc-lia-0153.smt2,387,13,,12,3,40,40,21,86,5,164,914,168,483,48,138,6432,223,1500,,85,1007,18,,124,2009,4245,1877,73,19,17,85,,25,15,,1411.84,755.36,unsat,294.44,6.15,2.14,3.56,0.54,1.48,265.05,162.91,2.48,1.01,0.00,0.00,1.81,293.71,51.60,,241.90,6.51,8.69,114.13,13.70,0.00,13.70,5.04
chc-lia-0154.smt2,740,35,,14,3,42,42,4,243,2,300,1188,186,2220,78,50,15831,249,2075,,88,1036,1,,34,2698,8357,2568,44,73,3,135,,97,41,1,2245.64,1166.42,unsat,597.27,5.18,1.56,2.93,0.48,1.13,551.23,375.05,13.10,6.71,0.00,0.00,2.55,596.36,232.83,,363.29,9.15,13.22,156.64,24.22,0.00,24.22,8.51
chc-lia-0155.smt2,740,35,,14,3,42,42,4,243,2,300,1188,186,2220,78,50,15831,249,2075,,88,1036,1,,34,2698,8357,2568,44,73,3,135,,97,41,1,2245.60,1166.41,unsat,541.96,4.96,1.50,2.84,0.46,1.08,498.30,343.52,12.05,6.41,0.00,0.00,2.46,541.08,215.53,,325.30,8.75,12.55,138.21,21.88,0.00,21.88,8.03
chc-lia-0156.smt2,841,24,,8,4,31,31,18,211,5,220,1291,491,2829,111,25,10703,166,2383,,113,1559,22,,124,2669,5127,2460,86,63,26,78,,15,55,5,1866.60,1076.80,unsat,468.09,15.44,4.35,8.77,1.02,4.44,411.82,255.84,2.86,2.62,0.00,0.00,2.34,467.28,62.63,,404.49,9.39,16.63,191.49,28.49,0.00,28.49,7.10
chc-lia-0157.smt2,,23,,7,4,30,29,8,218,5,263,1254,236,3883,101,84,17041,281,2062,,103,1091,8,,196,2394,7739,2181,20,21,11,59,,39,76,6,,548.92,timeout,598.12,8.09,2.69,4.74,0.71,1.92,506.32,345.75,6.47,8.16,0.00,0.00,1.89,552.91,224.81,,327.94,7.63,13.30,159.33,25.30,0.00,25.30,3.08
chc-lia-0158.smt2,,4,25,13,2,29,29,,71,54,25,181,3,1260,19,295,7009,49,707,,37,110,22,,57,536,4289,638,80,5,73,18,102,8,41,2,714.00,475.15,sat,70.79,2.52,0.30,1.33,0.18,0.82,61.99,43.35,0.29,0.69,0.00,0.00,0.11,70.18,23.55,,46.48,0.55,2.36,26.90,2.31,0.00,2.31,0.95
chc-lia-0159.smt2,,,,1,,19,19,,,,,207,1,829,,118,2127,22,455,,,,,,,154,603,444,,,,,,,,,348.92,246.27,sat,30.79,1.07,0.13,0.61,0.09,0.28,27.42,23.93,,0.22,0.00,0.00,0.07,30.53,4.87,,25.59,0.27,0.95,19.82,0.00,,0.00,
chc-lia-0160.smt2,,,,5,1,31,31,,14,10,5,92,1,610,8,156,2463,26,473,,14,68,,,,241,1379,539,16,9,10,,,10,5,,287.52,180.43,sat,14.25,1.14,0.14,0.53,0.09,0.42,11.04,8.11,,0.10,0.00,0.00,0.08,14.01,2.26,,11.61,0.29,0.73,6.40,0.21,0.00,0.21,0.09
chc-lia-0161.smt2,,,,18,1,41,41,,8,,,85,48,1014,1,159,5451,17,740,,2,16,,,,120,2376,746,,1,,,,9,,,442.84,281.81,sat,35.65,3.21,0.31,1.68,0.18,1.14,28.94,21.87,,0.24,0.00,0.00,0.11,35.37,9.87,,25.32,0.44,1.31,14.24,0.55,0.00,0.55,0.08
chc-lia-0162.smt2,,,19,4,1,34,34,,,,,83,12,661,1,61,1715,14,443,,9,,,,,75,601,447,,8,,,,4,,,204.88,131.90,sat,8.60,0.81,0.10,0.41,0.07,0.25,6.42,4.19,0.66,0.05,0.00,0.00,0.06,8.49,1.33,,7.01,0.20,0.48,3.80,0.11,0.00,0.11,0.03
chc-lia-0163.smt2,,,,5,1,34,33,,1351,1348,,1373,,1410,,33,11989,69,2348,,61,110,39,,,1783,5427,2787,1361,479,1348,,,59,1183,,,427.66,timeout,596.19,33.02,2.73,14.16,1.42,15.68,517.21,422.25,,4.59,0.00,0.00,0.71,578.96,158.65,,420.19,4.20,9.09,143.56,51.13,0.00,51.13,43.39
chc-lia-0164.smt2,,,,4,1,57,57,,13,5,,107,13,2397,4,182,10166,36,1088,,3,36,,,,167,5377,1075,8,1,5,,,8,,,773.24,516.21,sat,73.60,3.07,0.31,1.76,0.21,0.88,64.84,47.53,,0.50,0.00,0.00,0.15,73.17,24.90,,48.04,0.64,2.53,29.93,0.20,0.00,0.20,0.27
chc-lia-0165.smt2,,,,3,1,37,37,,10,2,,83,4,575,5,63,1638,24,292,,5,72,,,,87,761,302,9,2,2,,,8,2,,202.80,127.91,sat,4.90,0.48,0.06,0.22,0.05,0.17,3.49,2.45,,0.03,0.00,0.00,0.04,4.81,0.95,,3.71,0.12,0.28,1.94,0.06,0.00,0.06,0.04
chc-lia-0166.smt2,,,32,6,3,44,44,2,46,14,1,230,16,2308,37,398,10355,327,1191,,128,548,15,,,973,6060,2027,42,86,29,2,,100,7,,991.80,628.12,sat,141.60,4.24,0.57,1.98,0.33,1.64,124.42,94.35,0.05,0.91,0.00,0.00,0.33,140.61,35.62,,104.80,1.82,6.17,57.35,2.87,0.00,2.87,1.75
chc-lia-0167.smt2,,,,3,1,43,43,,20,,3,100,21,855,10,80,2800,3,543,,24,36,,,,229,1234,831,,17,,,,42,,,265.32,166.05,sat,13.49,0.98,0.13,0.52,0.08,0.30,10.35,7.76,,0.08,0.00,0.00,0.11,13.35,2.42,,10.77,0.40,0.77,4.95,0.22,0.00,0.22,0.19
chc-lia-0168.smt2,,245,,32,3,69,68,16,504,410,231,590,654,2595,81,3,13522,411,2184,,378,647,125,,33,1909,6997,3931,475,346,453,25,14,104,1606,15,,340.20,timeout,596.99,13.21,1.45,6.19,0.83,5.39,510.07,384.71,42.07,1.84,0.00,0.00,0.74,552.39,104.86,,447.16,3.87,12.87,197.32,68.55,0.00,68.55,17.10
chc-lia-0170.smt2,,43,,15,3,61,60,34,84,49,,861,21,8098,106,97,25441,372,1771,,303,654,145,,,1212,13103,2541,220,202,182,41,,93,20,5,,461.73,timeout,597.80,10.30,1.35,5.07,0.69,3.88,524.64,350.47,28.61,3.98,0.00,0.00,0.47,562.36,210.59,,351.47,3.07,13.29,187.98,16.52,0.00,16.52,14.34
chc-lia-0171.smt2,,,,3,1,36,36,,,,,54,,281,1,71,1089,9,277,,1,16,,,,59,559,250,,,,,,,,,131.76,85.01,sat,3.72,0.44,0.05,0.20,0.04,0.16,2.52,1.76,,0.02,0.00,0.00,0.03,3.63,0.57,,2.93,0.10,0.22,1.51,0.02,0.00,0.02,
chc-lia-0172.smt2,,,,3,1,30,30,,1,,1,85,,740,1,193,2967,10,598,,1,22,,,,114,1516,571,,,,,,,,,372.24,249.62,sat,19.01,1.58,0.20,0.75,0.12,0.59,15.09,11.44,,0.14,0.00,0.00,0.09,18.72,3.60,,15.01,0.31,0.94,9.27,0.04,0.00,0.04,
chc-lia-0173.smt2,,,,11,3,64,63,18,71,18,36,832,66,5845,114,120,22885,472,1686,,255,644,87,,,1499,12838,2859,138,173,103,21,,135,48,13,,457.78,timeout,598.06,9.01,1.05,4.42,0.62,3.38,526.42,387.13,4.34,3.15,0.00,0.00,0.51,561.59,199.40,,361.87,3.46,12.41,193.23,17.28,0.00,17.28,11.98
chc-lia-0175.smt2,,,,12,3,50,49,3,37,19,1,1009,57,6366,51,,15153,195,1893,,175,909,52,,,1440,5281,2896,99,135,52,5,,111,122,1,,426.51,timeout,597.40,12.23,1.48,6.28,0.78,4.45,471.51,391.21,0.08,3.38,0.00,0.00,0.49,513.20,114.16,,398.82,3.24,16.40,252.93,13.34,0.00,13.34,6.20
chc-lia-0177.smt2,,39,,63,4,11,10,17,1,1,,637,,82,5,345,2153,358,684,,52,50,27,14,125,699,1336,594,31,,30,93,91,,8,,,655.90,timeout,599.11,2.52,1.17,1.63,0.32,0.40,194.07,137.94,18.66,0.82,0.00,0.00,0.15,210.36,34.22,,176.10,1.20,4.10,126.34,10.04,0.00,10.04,1.02
chc-lia-0178.smt2,,,,1,,25,25,,1,,,67,,393,,83,1162,1,390,,,,,,,75,478,370,,,,,,1,,,180.36,120.93,sat,6.59,0.99,0.11,0.52,0.07,0.32,4.61,3.29,,0.04,0.00,0.00,0.05,6.48,0.87,,5.51,0.17,0.32,2.89,0.01,,0.01,0.00
chc-lia-0179.smt2,,,,,,28,28,,,,,81,,443,,53,1480,,280,,,,,,,46,753,256,,,,,,,,,173.16,119.41,sat,4.35,0.58,0.06,0.31,0.04,0.19,3.05,2.05,,0.03,0.00,0.00,0.03,4.26,0.93,,3.22,0.10,0.19,1.72,0.00,,0.00,
chc-lia-0180.smt2,,,,3,1,12,12,,10,3,86,192,16,19,1,4,248,,239,,6,78,3,,,258,131,270,41,2,7,,,3,25,1,289.88,164.87,unsat,11.36,0.78,0.20,0.37,0.05,0.30,9.08,6.54,,0.00,0.00,0.00,0.22,11.19,0.32,,10.83,0.53,0.35,5.77,0.25,0.00,0.25,0.76
chc-lia-0181.smt2,,,26,9,2,61,61,,151,140,,141,8,2468,90,285,10367,49,1081,,202,46,151,,,670,5892,1821,306,165,288,4,,58,21,3,897.76,563.70,sat,112.72,6.96,0.79,3.50,0.40,2.65,95.78,64.77,,0.64,0.00,0.00,0.38,112.06,25.79,,85.98,1.72,3.49,29.87,5.29,0.00,5.29,5.24
chc-lia-0188.smt2,,56,,9,2,55,54,,230,155,257,990,115,5932,34,73,19231,127,2190,,141,266,20,,31,1074,8111,3075,186,105,161,4,18,120,59,4,,408.64,timeout,598.02,10.94,1.27,5.43,0.71,4.09,540.16,430.26,17.43,4.69,0.00,0.00,0.56,582.51,175.10,,407.16,3.65,15.82,238.73,14.44,0.00,14.44,13.10
chc-lia-0189.smt2,,,,3,1,32,32,,36,,22,117,22,622,,148,3045,3,486,,1,13,,,,137,1369,498,,,,,,14,,,271.60,174.64,sat,14.53,1.83,0.15,0.98,0.09,0.64,10.68,7.96,,0.13,0.00,0.00,0.06,14.32,3.65,,10.54,0.26,0.77,5.42,0.14,0.00,0.14,0.06
chc-lia-0191.smt2,,,,4,2,11,11,,1,,,75,8,76,5,121,643,6,189,,5,28,4,,,147,316,188,11,1,4,1,,1,26,2,444.20,274.62,sat,13.50,0.68,0.26,0.44,0.05,0.14,11.39,7.42,,0.05,0.00,0.00,0.16,13.19,2.08,,11.06,0.37,0.28,7.23,0.44,0.00,0.44,0.19
chc-lia-0192.smt2,,,18,3,1,34,34,,1,,,92,,669,2,118,3011,6,562,,3,22,,,,88,1463,537,,2,,,,1,,,347.48,224.93,sat,13.73,1.54,0.17,0.84,0.10,0.49,10.33,7.58,0.01,0.11,0.00,0.00,0.07,13.56,3.07,,10.36,0.27,0.73,5.60,0.03,0.00,0.03,0.01
chc-lia-0193.smt2,,,20,,,34,34,,,,,161,,1741,,196,9094,25,922,,,,,,,172,5126,901,11,,3,,,,,,755.92,506.84,sat,69.34,3.95,0.36,2.19,0.25,1.26,59.83,39.11,5.27,0.58,0.00,0.00,0.13,68.87,26.78,,41.95,0.62,2.61,26.34,0.02,,0.02,0.04
chc-lia-0194.smt2,,,,,,2,2,,,,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,,35.40,15.08,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.01,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0195.smt2,,,25,3,1,41,41,,1,,1,173,4,1535,5,154,4525,17,813,,7,70,,,,215,1870,769,4,3,1,,,,,,521.04,321.97,sat,50.24,2.51,0.29,1.37,0.18,0.77,42.80,35.08,0.06,0.45,0.00,0.00,0.12,49.88,10.85,,38.86,0.53,2.44,25.60,0.24,0.00,0.24,0.02
chc-lia-0196.smt2,,,,,,3,3,,,,,5,,2,,4,10,,10,,,,,,,4,5,6,,,,,,,,,39.28,16.51,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.01,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0200.smt2,,,,6,1,17,17,,27,20,23,147,2,629,,284,5335,3,480,,1,11,2,,,405,3260,466,29,,20,,,,83,,870.28,555.11,sat,109.44,2.35,0.48,1.16,0.14,0.85,101.91,78.27,,0.55,0.00,0.00,0.40,108.74,48.16,,60.51,1.13,1.47,41.10,2.45,0.00,2.45,0.78
chc-lia-0201.smt2,,259,30,1,1,48,48,,96,26,3,231,,2870,,264,12695,9,1613,,,,,,,310,6338,1775,43,1,26,,,53,9,2,994.20,649.79,sat,197.73,8.44,0.74,4.67,0.43,2.82,177.30,115.82,18.24,1.03,0.00,0.00,0.33,196.95,52.00,,144.73,1.74,5.73,91.03,0.43,0.00,0.43,2.53
chc-lia-0203.smt2,,,,2,1,9,9,,,,,82,1,38,4,84,505,1,163,,3,6,,,,131,283,151,,,,,,,2,1,393.16,233.58,sat,11.10,0.51,0.16,0.30,0.03,0.13,9.38,6.13,,0.02,0.00,0.00,0.17,10.75,1.80,,8.92,0.36,0.19,6.25,0.12,0.00,0.12,
chc-lia-0204.smt2,,,,2,1,9,9,,,,,82,1,38,4,84,505,1,163,,3,6,,,,131,283,151,,,,,,,2,1,393.16,233.58,sat,10.99,0.51,0.16,0.30,0.03,0.13,9.27,6.06,,0.02,0.00,0.00,0.17,10.64,1.78,,8.82,0.35,0.19,6.18,0.12,0.00,0.12,
chc-lia-0205.smt2,,,,3,1,7,7,,,,,106,,118,,86,540,2,176,,1,6,,,,135,241,167,,,,,,,,,420.60,263.40,sat,15.16,0.77,0.28,0.48,0.05,0.17,13.02,8.28,,0.06,0.00,0.00,0.19,14.82,2.54,,12.26,0.41,0.25,8.63,0.04,0.00,0.04,
chc-lia-0206.smt2,,,,3,1,7,7,,,,,106,,118,,86,540,2,176,,1,6,,,,135,241,167,,,,,,,,,420.60,263.40,sat,15.11,0.78,0.28,0.48,0.05,0.18,12.99,8.33,,0.06,0.00,0.00,0.19,14.80,2.67,,12.11,0.42,0.24,8.51,0.04,0.00,0.04,
chc-lia-0207.smt2,,,,3,1,12,12,,,,,157,,204,1,148,1057,6,258,,1,5,,,,185,494,244,,,,,,,,,722.28,472.27,sat,38.08,1.74,0.66,1.13,0.09,0.39,33.77,21.98,,0.13,0.00,0.00,0.31,37.47,7.31,,30.12,0.68,0.57,22.56,0.08,0.00,0.08,
chc-lia-0208.smt2,,,,2,1,9,9,,,,,85,,46,1,80,549,3,159,,1,5,,,,130,278,148,,,,,,,,,291.96,178.16,sat,10.24,0.51,0.17,0.30,0.03,0.13,8.69,5.78,,0.03,0.00,0.00,0.15,9.99,2.23,,7.73,0.34,0.17,5.29,0.03,0.00,0.03,
chc-lia-0209.smt2,,,,3,1,7,7,,2,,6,87,1,24,2,76,409,1,153,,1,2,,,,141,224,148,,,,,,1,8,1,273.40,166.17,sat,9.49,0.49,0.19,0.31,0.03,0.11,7.96,5.31,,0.02,0.00,0.00,0.16,9.26,1.54,,7.69,0.36,0.17,5.08,0.15,0.00,0.15,0.02
chc-lia-0210.smt2,,,,2,1,7,7,,,,,109,,105,1,91,536,,171,,1,3,,,,136,270,162,,,,,,,,,416.64,264.33,sat,18.34,0.97,0.37,0.64,0.05,0.20,15.84,9.65,,0.05,0.00,0.00,0.19,17.95,3.35,,14.58,0.43,0.26,10.35,0.06,0.00,0.06,
chc-lia-0211.smt2,,,,4,1,9,9,,,,,141,,177,3,151,747,5,257,,3,30,,,,199,280,244,,,,,,,,,547.80,336.51,sat,27.79,1.55,0.61,1.03,0.08,0.32,23.90,16.09,,0.09,0.00,0.00,0.30,27.21,4.01,,23.17,0.67,0.54,16.32,0.18,0.00,0.18,
chc-lia-0212.smt2,,,6,8,2,10,10,,,,,84,12,62,4,92,671,2,177,,12,3,11,,,146,329,172,15,3,11,8,,,22,2,384.48,241.80,sat,12.79,0.65,0.26,0.40,0.03,0.16,10.79,7.58,0.01,0.04,0.00,0.00,0.20,12.50,2.52,,9.94,0.40,0.22,5.79,0.63,0.00,0.63,0.33
chc-lia-0213.smt2,,,,2,1,6,6,,,,,79,1,26,1,94,424,5,156,,1,9,,,,144,284,149,,,,,,,,,303.60,182.76,sat,9.20,0.52,0.17,0.30,0.03,0.14,7.64,5.09,,0.02,0.00,0.00,0.15,8.95,1.05,,7.87,0.34,0.19,5.44,0.05,0.00,0.05,
chc-lia-0214.smt2,,,,,,11,11,,,,,95,,91,,52,467,,144,,,,,,,93,192,133,,,,,,,,,299.84,185.67,sat,11.99,0.71,0.26,0.48,0.04,0.15,10.20,6.78,0.01,0.04,0.00,0.00,0.14,11.69,2.06,,9.58,0.32,0.14,6.88,0.00,,0.00,
chc-lia-0215.smt2,,,,,,11,11,,,,,95,,91,,52,467,,144,,,,,,,93,192,133,,,,,,,,,299.84,185.67,sat,11.83,0.71,0.26,0.47,0.04,0.14,10.06,6.67,0.01,0.04,0.00,0.00,0.14,11.53,2.01,,9.48,0.32,0.14,6.81,0.00,,0.00,
chc-lia-0216.smt2,,,,2,1,8,8,,,,,97,,112,2,81,573,8,159,,1,,1,,,124,280,150,1,,1,,,,2,1,379.40,242.89,sat,12.62,0.84,0.36,0.56,0.04,0.17,10.53,6.79,,0.05,0.00,0.00,0.17,12.29,2.17,,10.10,0.38,0.20,6.88,0.08,0.00,0.08,0.04
chc-lia-0217.smt2,,,,3,1,9,9,,,,,141,3,189,3,185,1002,33,301,,2,23,,,,235,454,289,,,,,,,10,1,754.00,487.75,sat,42.57,1.98,0.79,1.35,0.10,0.38,37.45,25.18,,0.15,0.00,0.00,0.39,41.92,6.65,,35.23,0.86,0.78,25.38,0.40,0.00,0.40,
chc-lia-0225.smt2,,,,4,1,40,40,,8,3,1,147,4,776,,104,4841,7,479,,2,3,,,,126,2563,466,7,1,3,,,5,,,411.36,264.28,sat,17.12,1.91,0.16,1.03,0.09,0.67,13.24,8.99,,0.17,0.00,0.00,0.06,16.91,6.34,,10.41,0.26,0.65,5.41,0.06,0.00,0.06,0.04
chc-lia-0226.smt2,,,,,,5,5,,,,,37,,7,,14,87,,47,,,,,,,38,36,41,,,,,,,,,136.64,76.81,sat,2.14,0.28,0.11,0.19,0.01,0.06,1.58,1.02,0.01,0.00,0.00,0.00,0.05,2.02,0.38,,1.63,0.10,0.01,0.76,0.00,,0.00,
chc-lia-0227.smt2,,,,,,7,7,,,,,68,,29,,45,253,,89,,,,,,,66,126,81,,,,,,,,,254.40,153.82,sat,6.94,0.71,0.27,0.49,0.03,0.14,5.53,3.73,,0.01,0.00,0.00,0.11,6.67,0.98,,5.67,0.22,0.05,3.56,0.00,,0.00,
chc-lia-0228.smt2,,,,,,5,5,,,,,43,,13,,27,138,,58,,,,,,,47,76,52,,,,,,,,,159.00,88.89,sat,3.06,0.40,0.14,0.26,0.01,0.09,2.29,1.56,0.02,0.00,0.00,0.00,0.06,2.91,0.44,,2.46,0.13,0.02,1.24,0.00,,0.00,
chc-lia-0229.smt2,,,,,,5,5,,,,,31,,3,,17,67,,44,,,,,,,35,30,38,,,,,,,,,129.44,68.36,sat,1.81,0.27,0.10,0.18,0.01,0.05,1.26,0.84,,0.00,0.00,0.00,0.04,1.67,0.26,,1.40,0.09,0.01,0.61,0.00,,0.00,
chc-lia-0230.smt2,,,,,,6,6,,,,,45,,16,,32,184,,65,,,,,,,50,101,58,,,,,,,,,171.84,97.99,sat,3.79,0.44,0.18,0.31,0.02,0.09,2.90,1.96,0.01,0.01,0.00,0.00,0.07,3.62,0.61,,2.99,0.15,0.02,1.58,0.00,,0.00,
chc-lia-0231.smt2,,,,4,1,40,40,,10,,25,219,1,3551,,386,17872,27,1849,,,,,,,313,9200,1858,,,,,,8,8,,1569.60,1017.40,sat,307.51,11.32,0.96,6.88,0.58,3.18,279.07,221.25,,2.02,0.00,0.00,0.28,306.37,110.87,,195.35,1.87,8.93,131.75,0.62,0.00,0.62,0.28
chc-lia-0232.smt2,,,,3,1,37,37,,7,,4,190,,1239,,213,7117,19,698,,,,,,,173,3997,683,,,,,,6,3,,671.72,445.62,sat,34.29,3.41,0.28,1.85,0.17,1.18,27.20,18.78,,0.37,0.00,0.00,0.08,33.86,12.12,,21.59,0.41,1.57,12.16,0.07,0.00,0.07,0.03
chc-lia-0233.smt2,,,,,,47,47,,,,,203,,1547,,217,6547,9,745,,,,,,,161,3360,710,,,,,,,,,522.64,340.10,sat,38.22,4.09,0.30,2.32,0.19,1.34,30.11,22.13,,0.39,0.00,0.00,0.09,37.79,9.46,,28.16,0.46,1.84,16.84,0.00,,0.00,
chc-lia-0234.smt2,,,4,2,,5,5,,4,,6,15,,4,,7,45,,35,,,,,,,23,20,25,,,,,,,,,64.76,28.98,sat,0.21,0.02,0.00,0.01,0.00,0.01,0.07,0.01,0.02,0.00,0.01,0.00,0.00,0.14,0.03,,0.09,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0235.smt2,,,,,1,50,49,,,,,551,13,3948,,,18517,42,1541,,,,,,,151,8255,1493,,,,,,,,,,339.59,timeout,597.06,10.69,1.02,6.75,0.57,2.65,556.69,436.70,0.36,2.78,0.00,0.00,0.28,583.52,295.55,,287.76,1.56,8.29,204.65,0.94,0.00,0.94,
