index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0335.smt2,,251,,,,3,3,,,,,247,,1,,,279,,258,,,,,,,236,137,259,3,,2,,,,,,25357.76,7360.66,unsat,108.18,0.74,0.05,0.33,0.04,0.28,85.63,2.69,61.74,0.00,1.28,1.05,0.57,87.64,8.07,,79.56,0.92,0.05,4.64,0.00,,0.00,0.21
chc-lia-0336.smt2,,,16,7,1,32,32,,3,,3,176,8,456,,97,2925,,488,,16,5,,,,171,1508,456,,11,,,,,1908,,12090.08,3801.85,sat,495.50,5.43,0.27,1.13,0.11,3.96,477.00,1.30,448.51,0.02,1.22,0.95,0.51,484.91,35.20,,449.52,0.94,0.10,17.21,371.64,0.00,371.64,0.02
chc-lia-0337.smt2,,,,,,3,3,,,,,9,,2,,7,12,,15,,,,,,,7,4,11,,,,,,,,,1510.76,735.94,sat,7.75,0.24,0.01,0.04,0.00,0.18,3.21,2.43,,0.00,1.13,0.96,0.01,3.50,1.58,,1.91,0.02,0.00,0.41,0.00,,0.00,
chc-lia-0339.smt2,,,2,,,5,5,,,,,121,,38,,71,338,,147,,,,,,,109,167,141,,,,,,,,,12940.76,4068.84,sat,53.46,1.08,0.05,0.23,0.03,0.77,41.35,1.18,32.20,0.00,1.05,0.90,0.65,43.65,11.12,,32.52,1.08,0.00,8.03,0.00,,0.00,
chc-lia-0340.smt2,,1029,,225,2,36,35,,560,,455,1736,14,15266,13,88,52818,225,6592,,175,1505,,,12,4817,23693,7706,,986,,4,,204,16029,70,,41079.67,timeout,594.85,20.15,1.94,9.36,2.66,4.66,334.19,102.21,70.88,0.84,1.49,1.02,6.74,568.45,92.36,,475.76,13.75,86.94,4.89,138.27,0.00,138.27,5.98
chc-lia-0341.smt2,,,4,2,,10,10,,12,,32,17,,18,,16,100,3,64,,,,,,,45,38,48,,,,,,1,,,2084.92,894.92,sat,13.81,0.69,0.03,0.12,0.02,0.52,6.60,0.13,5.10,0.00,1.50,1.17,0.04,7.55,2.93,,4.56,0.07,0.04,0.05,0.04,,0.04,0.20
chc-lia-0342.smt2,,771,,4,2,5,5,,6,,7,772,3,50,,46,1853,,800,,2,,,,,748,1019,798,5,,4,1,,,80,,25813.16,7563.36,unsat,436.99,8.38,0.44,2.04,0.45,5.40,394.30,25.37,273.35,0.02,1.44,1.11,2.58,410.20,35.11,,375.06,4.72,0.72,88.35,18.35,0.00,18.35,1.78
chc-lia-0345.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,1578.76,812.77,sat,7.42,0.00,0.00,0.00,0.00,0.00,0.63,0.00,,,1.71,1.42,0.00,0.64,0.00,,0.63,0.00,0.00,,,,,
chc-lia-0346.smt2,,,6,,,7,7,,,,,276,,81,,150,1237,2,291,,,,,,,278,732,283,,,,,,,,,14099.32,4755.33,sat,150.76,0.96,0.07,0.32,0.08,0.46,117.46,28.70,72.51,0.01,1.45,1.27,0.82,120.43,35.05,,85.35,1.56,0.04,0.13,0.00,,0.00,
chc-lia-0347.smt2,,1855,,208,1,22,21,,556,,,645,1,1782,871,,8420,,2528,,591,,,,,1388,2616,4826,,1558,,,,53,22593,91,,3493.42,timeout,596.90,9.15,1.21,3.48,1.07,3.33,473.66,237.42,178.67,0.31,1.52,1.19,15.97,551.99,52.44,,499.39,27.84,16.05,12.68,286.17,0.01,286.17,19.93
chc-lia-0348.smt2,,199,,1,,3,3,,1,,1,197,1,1,,,494,,202,,,,,,,202,298,202,3,,2,,,,,,35956.20,10107.65,unsat,135.96,0.47,0.03,0.16,0.04,0.20,98.58,5.18,64.59,0.00,1.59,1.24,1.73,102.09,10.82,,91.26,2.26,0.03,7.45,0.02,,0.02,0.86
chc-lia-0349.smt2,,35,,,,5,5,,,,,43,,23,,,127,,56,,,,,,,36,44,56,5,,2,,,,,,7358.12,2740.19,unsat,89.47,0.61,0.03,0.12,0.02,0.44,44.95,1.77,34.90,0.00,1.58,1.26,0.25,46.11,15.57,,30.51,0.29,0.00,2.49,0.00,,0.00,2.04
chc-lia-0350.smt2,,,6,3,1,9,9,,6,,5,286,5,187,,247,2735,,387,,,,,,,356,1812,377,,,,,,,140,2,20010.00,6482.59,sat,325.36,24.61,1.32,10.33,0.54,12.95,261.52,5.26,219.10,0.03,1.48,1.26,3.35,293.26,75.17,,218.05,5.85,0.32,49.46,0.77,0.00,0.77,0.08
chc-lia-0353.smt2,,,,1,,5,4,,1,,,167,,38,,,435,,192,,,,,,,185,136,188,,,,,,,,,,4632.10,timeout,598.77,8.08,0.49,2.78,0.24,4.68,210.88,25.82,134.96,0.00,1.44,1.24,3.33,225.30,41.91,,183.37,5.87,0.12,41.22,0.01,,0.01,0.11
chc-lia-0354.smt2,,,8,22,,18,18,,47,,102,381,4,745,,489,9854,24,1038,,,,,,,853,5284,995,,,,,,1,,,56414.76,15553.81,sat,330.21,5.71,0.46,1.84,0.37,2.95,288.96,15.57,128.83,0.10,1.59,1.25,2.13,301.58,77.31,,224.15,3.37,0.85,40.40,0.48,,0.48,0.04
chc-lia-0356.smt2,,,10,19,,11,11,,74,,126,567,,594,,408,6449,6,760,,,,,,,670,3526,723,,,,,,3,,,45631.32,12956.03,sat,500.23,76.55,4.05,49.85,1.25,23.60,325.19,21.81,231.95,0.07,1.76,1.49,4.16,412.98,114.87,,298.05,6.59,1.80,20.71,1.35,,1.35,1.89
chc-lia-0358.smt2,,,,,,3,3,,,,,11,,2,,8,14,,17,,,,,,,8,5,13,,,,,,,,,3815.76,1746.23,sat,62.34,2.57,0.13,0.83,0.06,1.59,44.15,37.02,,0.00,2.00,1.64,0.01,46.79,28.81,,17.97,0.02,0.00,3.61,0.00,,0.00,
chc-lia-0359.smt2,,209,,14,,5,5,,38,,17,215,,28,,2,484,,263,,,,,,,258,168,255,5,,2,,,,,,20118.96,6341.53,unsat,152.37,1.32,0.09,0.43,0.10,0.66,110.17,20.69,69.91,0.00,2.32,2.07,2.84,116.80,36.84,,79.93,3.47,0.77,0.30,0.58,,0.58,5.56
chc-lia-0360.smt2,,,4,11,1,7,7,,11,,9,173,3,100,,91,723,9,226,,,,,,,188,343,214,,,,,,,270,,12313.60,3911.03,sat,269.50,6.08,0.21,0.94,0.14,4.83,242.73,6.13,204.47,0.01,2.14,1.52,0.29,250.08,32.72,,217.28,0.54,0.10,23.27,95.08,0.00,95.08,1.88
chc-lia-0362.smt2,,,,,,,2,,,,,4,,,,4,4,,7,,,,,,,4,2,4,,,,,,,,,9900.44,1928.12,sat,222.12,0.06,0.00,0.01,0.00,0.04,9.20,0.68,,,0.41,0.34,0.01,9.37,6.14,,3.23,0.11,0.00,0.00,0.00,,0.00,
chc-lia-0363.smt2,,,,,,5,4,,,,,145,,23,,2,522,,168,,,,,,,156,270,163,,,,,,,,,,5949.97,timeout,598.07,0.91,0.05,0.24,0.05,0.54,110.99,6.06,85.07,0.00,2.41,2.12,0.71,113.27,24.04,,89.21,1.13,0.03,19.93,0.00,,0.00,
chc-lia-0364.smt2,,,1,,,3,3,,,,,101,,1,,51,104,,106,,,,,,,78,49,102,,,,,,,,,9024.44,3091.44,sat,94.16,0.66,0.01,0.08,0.02,0.54,73.66,4.66,57.50,0.00,1.54,1.18,0.20,74.90,14.20,,60.68,0.46,0.00,0.00,0.00,,0.00,
chc-lia-0365.smt2,,,3,,,6,6,,,,,91,,11,,51,263,,132,,,,,,,59,149,126,,,,,,,,,12796.40,4552.27,sat,485.95,19.46,0.50,10.40,0.16,8.65,399.77,0.62,371.73,0.00,1.90,1.62,0.21,419.77,198.31,,221.43,0.37,0.00,108.53,0.00,,0.00,
chc-lia-0366.smt2,,9,,,,3,3,,,,,52,,1,,,84,,57,,,,,,,51,38,57,3,,1,,,,,,13504.68,4677.66,unsat,146.35,0.07,0.01,0.03,0.01,0.02,91.03,51.74,13.51,0.00,1.75,1.51,0.80,92.41,18.45,,73.95,0.54,0.01,27.01,0.00,,0.00,5.65
chc-lia-0367.smt2,,10,,50,1,47,46,,99,,178,194,2,1040,8,31,3810,19,698,,23,137,,,,700,1977,819,,113,,,,29,3894,2,,1607.08,timeout,597.62,8.88,0.62,2.08,0.40,5.96,401.17,338.86,6.26,0.08,1.39,1.13,1.76,422.65,80.37,,342.02,3.10,3.77,13.72,93.18,0.00,93.18,2.75
chc-lia-0368.smt2,,,1,,,2,2,,,,,5,,1,,4,8,,8,,,,,,,5,4,5,,,,,,,,,3613.72,1739.09,sat,49.06,0.45,0.02,0.09,0.01,0.34,35.46,0.03,30.59,0.00,2.72,2.35,0.00,35.94,30.29,,5.64,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0369.smt2,,2,,,,2,2,,,,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,,4766.40,2252.60,unsat,49.90,0.00,0.00,0.00,0.00,0.00,24.17,2.44,18.83,,2.85,2.48,0.08,24.30,9.38,,14.91,0.05,0.00,,,,,0.46
chc-lia-0370.smt2,,54,,205,2,108,107,,581,,861,975,,8623,59,1,31561,345,4322,,227,1014,,,,5538,17521,6647,,882,,20,,231,6868,7,,2690.00,timeout,596.19,26.36,2.22,10.15,1.79,12.43,417.51,242.59,52.14,2.40,2.79,1.84,5.41,539.76,144.18,,394.20,14.33,35.19,48.48,91.71,0.00,91.71,11.12
chc-lia-0371.smt2,,,10,2,1,13,13,,6,,2,174,1,214,,92,1944,,245,,,,,,,205,940,231,,,,,,,64,,18682.12,5995.50,sat,258.13,9.04,0.33,1.70,0.19,6.88,224.43,2.42,190.37,0.02,2.67,2.20,0.47,235.04,69.62,,165.34,0.88,0.05,30.80,31.16,0.00,31.16,0.01
chc-lia-0372.smt2,,,5,,,7,7,,,,,58,,61,,30,283,2,86,,,,,,,44,141,78,,,,,,,,,7575.36,2706.08,sat,107.86,1.03,0.07,0.31,0.04,0.62,87.74,0.30,77.90,0.00,1.33,1.02,0.05,89.00,42.35,,46.61,0.11,0.00,0.00,0.00,,0.00,
chc-lia-0374.smt2,,,2,,,4,4,,,,,140,,52,,73,351,1,151,,,,,,,98,154,146,,,,,,,,,21789.88,7065.18,sat,533.98,6.29,0.31,2.95,0.12,3.02,470.39,1.08,407.79,0.00,2.43,2.11,2.88,480.90,123.05,,357.83,4.01,0.00,15.39,0.00,,0.00,
chc-lia-0375.smt2,,,4,,,7,7,,,,,186,,183,,101,953,,265,,,,,,,208,451,257,,,,,,,,,17400.24,5481.26,sat,121.27,3.22,0.11,0.57,0.09,2.43,90.37,1.28,73.87,0.00,2.84,2.04,0.37,94.63,21.59,,72.98,0.68,0.01,11.74,0.00,,0.00,
chc-lia-0376.smt2,,,,,,4,4,,,,,8,,3,,5,19,,15,,,,,,,9,7,10,,,,,,,,,9089.88,2284.47,sat,73.97,1.20,0.02,0.11,0.01,1.06,40.88,32.40,0.09,0.00,1.52,1.15,0.02,42.16,28.14,,14.01,0.04,0.00,0.01,0.00,,0.00,
chc-lia-0378.smt2,,,5,,,8,8,,,,,89,,105,,48,493,1,123,,,,,,,61,239,114,,,,,,,,,17054.60,5884.95,sat,207.36,4.44,0.20,1.02,0.12,3.13,138.63,0.53,107.85,0.00,3.40,2.74,0.35,144.07,52.61,,91.41,0.73,0.00,9.16,0.00,,0.00,
chc-lia-0379.smt2,,91,,1,,3,3,,1,,1,95,,1,,,52,,103,,,,,,,96,24,102,3,,2,,,,,,9334.40,3022.76,unsat,44.35,0.65,0.03,0.13,0.02,0.47,25.97,2.41,16.75,0.00,2.76,2.20,0.65,28.17,1.02,,27.14,1.22,0.02,9.92,0.00,,0.00,0.17
chc-lia-0380.smt2,,,4,,,6,6,,,,,38,,54,,21,183,,53,,,,,,,33,76,47,,,,,,,,,7426.20,3085.56,sat,53.41,1.16,0.04,0.16,0.02,0.95,32.09,23.22,1.93,0.00,3.66,2.90,0.09,33.54,12.92,,20.59,0.17,0.00,1.25,0.00,,0.00,
chc-lia-0381.smt2,,,2,,,4,4,,,,,205,,3,,120,451,,212,,,,,,,148,332,207,,,,,,,,,19859.16,6465.01,sat,239.45,0.88,0.06,0.30,0.08,0.41,180.37,4.29,132.15,0.00,3.32,1.82,0.13,182.16,26.46,,155.68,0.58,0.01,0.00,0.00,,0.00,
chc-lia-0382.smt2,,,,,,3,2,,,,,15,,1,,,18,,18,,,,,,,15,1,15,,,,,,,,,,3784.75,timeout,597.63,0.48,0.03,0.12,0.02,0.32,443.34,0.15,312.45,0.00,8.51,7.59,0.04,443.93,151.63,,292.28,0.06,0.00,0.00,0.00,,0.00,
chc-lia-0383.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,8578.36,2068.39,sat,103.67,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,,2.97,2.57,0.00,0.06,0.00,,0.05,0.00,0.00,,,,,
chc-lia-0384.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,8574.96,2064.91,sat,103.85,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,,3.00,2.60,0.00,0.06,0.00,,0.06,0.00,0.00,,,,,
chc-lia-0385.smt2,,,,,,,1,,,,,3,,,,,3,,4,,,,,,,3,,2,,,,,,,,,,2064.57,timeout,597.83,0.03,0.00,0.02,0.00,0.01,15.12,3.31,,,4.65,2.63,0.00,15.18,3.19,,11.98,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0386.smt2,,80,,135,2,74,73,,154,,11,279,,2015,43,1,9080,233,1459,,177,403,,,,968,4786,7384,,1022,,939,,199,4938,7,,2972.03,timeout,594.19,6.39,0.66,2.76,1.00,1.45,359.15,213.57,45.72,0.87,11.26,9.50,26.01,532.39,51.69,,479.71,50.86,47.34,10.98,124.11,0.01,124.11,4.32
chc-lia-0387.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,7488.56,4759.54,sat,72.25,0.01,0.00,0.00,0.00,0.00,13.20,0.00,,,11.51,10.46,0.00,13.21,0.02,,13.19,0.00,0.00,,,,,
chc-lia-0388.smt2,,,2,,,3,3,,,,,32,,1,,17,50,,37,,,,,,,33,31,33,,,,,,,,,15941.36,7049.73,sat,446.43,2.28,0.11,0.45,0.05,1.71,338.71,0.06,293.45,0.00,11.61,10.09,0.10,341.37,239.40,,101.94,0.17,0.00,0.00,0.00,,0.00,
chc-lia-0389.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,8070.08,5178.36,sat,75.93,0.01,0.00,0.00,0.00,0.00,5.64,0.00,,,15.30,13.72,0.00,5.66,0.01,,5.64,0.00,0.00,,,,,
chc-lia-0390.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,6389.32,3983.74,sat,78.79,0.01,0.00,0.00,0.00,0.00,0.45,0.00,,,10.11,8.63,0.00,0.46,0.00,,0.45,0.00,0.00,,,,,
chc-lia-0391.smt2,,,4,,,6,6,,,,,19,,10,,11,85,,30,,,,,,,11,45,23,,,,,,,,,,2183.79,timeout,594.50,5.74,0.49,2.33,0.17,3.01,455.68,0.05,132.03,0.00,16.03,14.36,1.12,462.82,345.73,,117.06,1.32,0.00,0.00,0.00,,0.00,
chc-lia-0395.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,14774.72,9202.08,sat,240.13,0.01,0.00,0.00,0.00,0.00,0.49,0.00,,,26.54,23.21,0.00,0.50,0.00,,0.50,0.00,0.00,,,,,
chc-lia-0396.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,25657.52,17939.69,sat,227.42,0.02,0.00,0.01,0.01,0.00,0.74,0.00,,,54.71,49.99,0.00,0.77,0.00,,0.76,0.00,0.00,,,,,
chc-lia-0400.smt2,,,,,,2,2,,,,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,,28.48,10.34,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0401.smt2,,,,,,3,3,,,,,8,,2,,1,11,,11,,,,,,,7,4,10,3,,1,,,,,,46.00,15.60,unsat,0.08,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.00,,0.05,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-0402.smt2,,,,,,2,2,,,,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,,28.56,10.39,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0403.smt2,,,,,,2,2,,,,,4,,,,3,5,,6,,,,,,,3,3,3,,,,,,,,,18.96,7.06,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0404.smt2,,,,,,3,3,,,,,7,,1,,5,14,,12,,,,,,,5,7,8,,,,,,,,,29.96,10.81,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-0405.smt2,,,,1,,4,4,,1,1,,12,,5,,9,34,,20,,,,,,,10,17,15,1,,1,,,,,,28.88,13.58,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.02,,0.06,0.01,0.00,0.01,0.00,,0.00,0.00
chc-lia-0406.smt2,,,,1,,3,3,,1,1,,9,,2,,7,22,,13,,,,,,,8,14,9,1,,1,,,,,,24.28,10.63,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0407.smt2,,,,1,,3,3,,4,1,4,7,1,1,,3,11,,12,,,,,,,9,4,6,1,,1,,,,,,21.24,8.57,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.04,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0408.smt2,,,,,,2,2,,,,,3,,,,2,3,1,5,,,,,,,2,1,2,,,,,,,,,18.24,6.76,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0409.smt2,,,,,1,3,3,,3,3,,3,,2,,4,5,,12,,1,2,,,,8,,7,2,,2,,,,2,,21.36,8.35,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.00,0.01,0.00,0.01,0.00
chc-lia-0410.smt2,,2190,,381,1,111,110,,436,212,113,434,444,5816,669,8,30227,19,4880,,761,10,93,,,1297,13335,6152,284,3559,282,,,81,238,17,,495.43,timeout,595.88,7.28,1.83,3.80,1.09,1.26,468.12,136.05,48.75,1.71,0.00,0.00,1.51,556.37,120.79,,434.94,4.28,22.49,23.13,106.16,0.01,106.16,33.18
chc-lia-0411.smt2,,2446,,972,2,79,78,,64,23,,520,267,1412,189,42,20526,133,3187,,1295,89,191,,3,967,11359,4641,150,2032,150,1676,,142,163,1,,543.32,timeout,596.61,5.10,1.51,2.75,0.78,0.87,334.84,97.58,56.56,1.45,0.00,0.00,1.12,537.49,79.92,,457.10,3.94,78.58,20.00,151.96,0.02,151.96,26.89
chc-lia-0412.smt2,,,,,,3,3,,,,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,,23.56,8.52,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0413.smt2,,,,1,,7,7,,1,,3,19,,17,,20,94,,48,,,,,,,24,44,39,,,,,,,,,39.32,16.82,sat,0.18,0.02,0.01,0.01,0.00,0.01,0.07,0.03,,0.00,0.00,0.00,0.00,0.15,0.03,,0.10,0.01,0.01,0.01,0.00,,0.00,
chc-lia-0414.smt2,,,,,,3,3,,,,,7,,1,,,8,,9,,,,,,,7,,8,3,,1,,,,,,33.92,9.09,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0415.smt2,,,,,,2,2,,,,,4,,,,,2,,5,,,,,,,4,,4,2,,1,,,,,,78.56,34.89,unsat,0.11,0.00,0.00,0.00,0.00,0.00,0.04,0.00,,,0.01,0.01,0.00,0.05,0.00,,0.04,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0416.smt2,,,,,,,1,,,,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,,18.68,6.84,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0417.smt2,,,,,,3,3,,,,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,,24.16,8.69,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0418.smt2,,,,,,3,3,,,,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,,24.04,8.57,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0419.smt2,,,,,,3,3,,,,,4,,3,,,7,,8,,,,,,,5,,7,3,,1,,,,,,33.44,8.45,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0420.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0421.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.72,6.87,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0422.smt2,,,,,,2,2,,,,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,,18.88,7.27,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0423.smt2,,,,2,1,4,4,,,,,12,1,3,,12,39,,27,,,,,,,12,14,22,,,,,,,,,30.36,14.23,sat,0.14,0.02,0.01,0.01,0.00,0.00,0.06,0.03,,0.00,0.00,0.00,0.00,0.11,0.02,,0.08,0.01,0.01,0.02,0.00,0.00,0.00,
chc-lia-0424.smt2,,,9,11,2,16,16,,15,5,6,58,7,230,12,332,1946,133,463,,13,15,5,,24,323,1139,394,15,1,9,4,80,1,7,2,627.16,355.02,sat,23.52,0.93,0.39,0.56,0.10,0.18,19.32,13.01,0.17,0.19,0.00,0.00,0.08,22.90,5.25,,17.57,0.33,1.24,8.40,0.54,0.00,0.54,0.25
chc-lia-0425.smt2,,,,,1,6,6,,,,,5,,21,11,23,72,,44,,11,6,9,,,22,20,35,,5,,,,,,,45.64,23.88,sat,0.36,0.04,0.02,0.02,0.00,0.01,0.19,0.11,,0.00,0.00,0.00,0.01,0.33,0.03,,0.28,0.01,0.02,0.07,0.04,0.00,0.04,0.01
chc-lia-0426.smt2,,,,3,1,5,5,,7,,9,9,,4,2,11,56,1,29,,2,3,,,,21,33,15,,1,,,,,,,31.84,15.27,sat,0.16,0.01,0.00,0.01,0.00,0.00,0.07,0.03,,0.00,0.00,0.00,0.00,0.14,0.02,,0.10,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0427.smt2,,,,1,1,4,4,,5,,8,9,,4,2,8,25,1,23,,,,,,,17,8,14,,,,,,,,,29.48,13.95,sat,0.12,0.01,0.00,0.01,0.00,0.00,0.05,0.03,,0.00,0.00,0.00,0.00,0.11,0.01,,0.08,0.00,0.01,0.03,0.01,0.00,0.01,
chc-lia-0428.smt2,,,,1,,2,2,,1,,1,6,,,,3,11,,8,,,,,,,6,6,4,,,,,,,,,20.36,7.97,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0429.smt2,,,1,,,2,2,,,,,4,,,,3,5,,8,,,,,,,7,2,7,,,,,,,,,19.88,7.70,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.02,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0430.smt2,,,,,,,2,,,,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,,21.04,8.51,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0431.smt2,,,,,,,2,,,,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,,22.28,9.44,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
