index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0329.smt2,,64,,,,3,3,,,,,63,,1,,,99,,66,,,,,,,61,48,66,3,,2,,,,,,3944.48,1321.43,unsat,14.35,0.05,0.00,0.01,0.00,0.03,6.41,1.56,2.66,0.00,0.48,0.35,0.06,6.69,0.93,,5.75,0.14,0.01,1.67,0.00,,0.00,0.08
chc-lia-0331.smt2,,149,,,,5,5,,,,,156,,70,,,466,,170,,,,,,,139,144,169,5,,3,,,,,,10706.04,3348.89,unsat,109.48,1.87,0.08,0.35,0.04,1.41,80.79,2.34,70.10,0.00,0.83,0.67,1.60,85.50,17.12,,68.36,2.47,0.01,14.99,0.00,,0.00,0.96
chc-lia-0333.smt2,,,13,1,,15,15,,1,,6,419,,952,,275,8105,,557,,,,,,,376,4881,541,,,,,,,,,24520.36,7251.87,sat,178.62,3.90,0.20,0.82,0.12,2.76,147.43,4.28,117.88,0.03,0.91,0.71,1.02,154.15,30.22,,123.85,1.76,0.05,0.11,0.01,,0.01,
chc-lia-0334.smt2,,,5,,,8,8,,,,,85,,9,,27,329,,118,,,,,,,95,117,109,,,,,,,,,5016.08,2395.88,sat,141.17,5.47,0.10,0.51,0.05,4.80,99.00,3.65,60.07,0.00,0.95,0.79,3.59,109.47,37.69,,71.74,4.72,0.02,32.90,0.00,,0.00,
chc-lia-0335.smt2,,245,,,,3,3,,,,,241,,1,,,279,,252,,,,,,,230,137,253,3,,2,,,,,,25358.40,7360.30,unsat,117.44,0.91,0.06,0.41,0.05,0.35,94.29,3.28,68.23,0.00,1.36,1.11,0.58,96.52,10.54,,85.96,0.97,0.01,5.04,0.00,,0.00,0.24
chc-lia-0336.smt2,,,16,7,1,32,32,,3,,3,187,8,462,,100,3014,,506,,16,5,,,,187,1551,474,,11,,,,,1908,,12049.36,3799.78,sat,486.18,5.93,0.30,1.21,0.11,4.38,466.67,9.59,426.44,0.01,1.30,1.02,0.57,475.10,40.24,,434.69,1.05,0.08,21.45,344.03,0.00,344.03,0.02
chc-lia-0337.smt2,,,,,,3,3,,,,,9,,2,,7,12,,15,,,,,,,7,4,11,,,,,,,,,1510.76,735.94,sat,7.79,0.26,0.01,0.05,0.00,0.20,3.14,2.37,,0.00,1.16,0.98,0.01,3.44,1.52,,1.91,0.02,0.00,0.41,0.00,,0.00,
chc-lia-0339.smt2,,,2,,,5,5,,,,,121,,38,,72,342,,148,,,,,,,110,169,142,,,,,,,,,12941.36,4069.31,sat,58.15,1.27,0.06,0.27,0.03,0.92,45.37,1.25,36.10,0.00,1.05,0.91,0.69,47.95,12.86,,35.08,1.16,0.01,8.40,0.00,,0.00,
chc-lia-0340.smt2,,1081,,221,1,38,37,,432,,315,1720,18,16867,,69,55508,342,6395,,155,1331,,,,4476,24079,6938,,725,,,,109,13585,77,,39995.18,timeout,595.65,21.33,2.09,9.65,2.94,5.22,360.81,115.06,77.90,0.98,1.63,1.13,6.61,576.95,102.84,,473.76,12.80,81.51,4.19,126.37,0.00,126.37,7.01
chc-lia-0341.smt2,,,5,2,,7,7,,3,,18,18,,11,,14,103,1,43,,,,,,,25,56,32,,,,,,,,,2083.88,894.48,sat,12.20,0.50,0.02,0.09,0.01,0.38,5.23,0.06,3.92,0.00,1.48,1.17,0.02,5.86,2.47,,3.35,0.04,0.01,0.01,0.00,,0.00,
chc-lia-0342.smt2,,759,,2,1,5,5,,6,,5,752,4,52,,44,1837,,783,,2,,,,,737,1009,782,5,,4,,,,80,,25811.04,7553.58,unsat,417.48,8.23,0.41,1.92,0.49,5.35,375.03,24.92,263.47,0.01,1.49,1.15,2.51,390.40,30.76,,359.62,4.58,0.60,82.09,18.60,0.00,18.60,2.56
chc-lia-0345.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,1578.76,812.77,sat,7.49,0.00,0.00,0.00,0.00,0.00,0.64,0.00,,,1.70,1.41,0.00,0.65,0.00,,0.64,0.00,0.00,,,,,
chc-lia-0346.smt2,,,6,,,7,7,,,,,276,,81,,156,1262,2,292,,,,,,,279,762,284,,,,,,,,,14098.12,4753.04,sat,146.82,0.95,0.07,0.31,0.09,0.45,114.41,26.61,71.52,0.01,1.45,1.26,0.82,117.38,32.62,,84.73,1.56,0.05,0.16,0.00,,0.00,
chc-lia-0347.smt2,,216,,28,1,12,11,,76,,,217,,180,15,,1421,,320,,37,,,,,323,573,430,,30,,,,9,896,,,,,,1.05,0.08,0.29,0.07,0.60,42.83,9.95,25.50,0.01,1.56,1.22,1.11,48.02,10.52,,37.43,1.98,0.75,0.84,5.90,0.00,5.90,3.09
chc-lia-0348.smt2,,199,,1,,3,3,,1,,1,197,1,1,,,494,,202,,,,,,,202,298,202,3,,2,,,,,,35956.20,10107.65,unsat,145.43,0.58,0.04,0.19,0.05,0.23,103.79,5.48,66.80,0.00,1.62,1.27,1.83,107.55,12.43,,95.10,2.38,0.03,7.72,0.02,,0.02,0.86
chc-lia-0349.smt2,,35,,,,5,5,,,,,43,,23,,,127,,56,,,,,,,36,44,56,5,,2,,,,,,7358.12,2740.19,unsat,88.90,0.71,0.03,0.14,0.02,0.52,45.70,2.00,35.13,0.00,1.57,1.25,0.27,47.00,15.77,,31.20,0.31,0.00,2.51,0.00,,0.00,2.09
chc-lia-0350.smt2,,,6,1,,9,9,,9,,9,285,6,180,,239,2679,,375,,,,,,,335,1776,366,,,,,,,,,19717.60,6392.57,sat,317.81,16.52,0.96,6.17,0.41,9.33,261.24,3.47,221.34,0.02,1.54,1.31,3.20,284.27,65.29,,218.95,5.46,0.21,44.75,0.17,,0.17,
chc-lia-0353.smt2,,,,1,,5,4,,1,,1,195,1,35,,,463,,220,,,,,,,212,137,215,,,,,,,,,,4455.24,timeout,598.82,9.78,0.58,3.39,0.29,5.66,251.77,9.69,182.13,0.01,1.47,1.27,4.54,269.97,46.85,,223.10,7.78,0.19,52.84,0.02,,0.02,
chc-lia-0354.smt2,,1249,,90,1,19,18,,796,,24,1524,10,3882,,72,19525,44,1913,,4,9,,,,1919,9172,2995,,25,,,,219,70,,,18427.61,timeout,596.21,15.09,1.26,4.85,1.02,8.06,523.90,147.82,110.52,0.23,2.11,1.70,4.75,572.57,85.74,,486.69,7.93,10.74,52.51,10.47,0.00,10.47,42.27
chc-lia-0356.smt2,,,15,19,,16,16,,137,,69,617,,976,,435,9645,13,887,,,,,,,835,5739,1047,,,,,,38,,,46645.64,13126.75,sat,550.89,65.84,4.82,44.62,1.56,17.49,360.24,35.35,238.54,0.11,1.77,1.50,3.94,440.49,123.44,,316.96,6.41,3.35,17.57,2.62,,2.62,8.34
chc-lia-0358.smt2,,,,,,3,3,,,,,11,,2,,8,14,,17,,,,,,,8,5,13,,,,,,,,,3815.76,1746.23,sat,62.33,2.55,0.13,0.83,0.06,1.58,43.64,36.54,,0.00,2.07,1.71,0.01,46.26,28.46,,17.78,0.02,0.00,3.51,0.00,,0.00,
chc-lia-0359.smt2,,191,,12,,5,5,,12,,19,229,,28,,4,432,,249,,,,,,,221,163,244,5,,3,,,,,,20105.92,6338.29,unsat,142.68,1.32,0.10,0.46,0.09,0.63,105.76,11.47,74.95,0.00,2.36,2.10,3.04,111.78,34.16,,77.60,3.69,0.37,1.28,0.17,,0.17,2.28
chc-lia-0360.smt2,,,4,11,1,7,7,,11,,15,186,4,78,,95,747,2,235,,,,,,,187,384,222,,,,,,,360,,12324.56,3918.23,sat,316.51,6.69,0.22,1.08,0.15,5.26,289.84,9.65,244.31,0.00,2.12,1.49,0.35,298.03,33.16,,264.79,0.65,0.12,29.18,126.99,0.00,126.99,1.04
chc-lia-0362.smt2,,,,,,,2,,,,,4,,,,4,4,,7,,,,,,,4,2,4,,,,,,,,,9900.44,1928.12,sat,208.60,0.07,0.00,0.01,0.00,0.05,10.38,0.89,,,0.41,0.35,0.01,10.58,7.12,,3.46,0.13,0.00,0.00,0.00,,0.00,
chc-lia-0363.smt2,,,,,,5,4,,,,,142,,23,,1,511,,165,,,,,,,153,262,160,,,,,,,,,,5877.03,timeout,598.98,0.84,0.04,0.21,0.04,0.51,105.31,5.73,80.36,0.00,2.32,2.05,0.71,107.46,21.96,,85.48,1.10,0.02,17.44,0.00,,0.00,
chc-lia-0364.smt2,,,1,,,3,3,,,,,101,,1,,51,104,,106,,,,,,,78,49,102,,,,,,,,,9024.44,3091.44,sat,91.32,0.62,0.01,0.07,0.02,0.49,71.61,4.67,55.72,0.00,1.55,1.19,0.19,72.78,14.31,,58.46,0.45,0.00,0.00,0.00,,0.00,
chc-lia-0365.smt2,,,3,,,6,6,,,,,91,,11,,51,263,,132,,,,,,,59,149,126,,,,,,,,,12796.40,4552.27,sat,473.42,19.15,0.48,10.30,0.15,8.47,389.30,0.61,361.39,0.00,1.86,1.59,0.21,408.97,191.05,,217.89,0.37,0.00,105.97,0.00,,0.00,
chc-lia-0366.smt2,,9,,,,3,3,,,,,52,,1,,,84,,57,,,,,,,51,38,57,3,,1,,,,,,13504.68,4677.66,unsat,145.19,0.08,0.01,0.03,0.01,0.03,89.11,50.75,12.47,0.00,1.82,1.57,0.78,90.45,17.35,,73.09,0.52,0.01,27.42,0.00,,0.00,5.24
chc-lia-0367.smt2,,6,,32,1,65,64,,62,,50,158,4,1156,,6,5117,88,713,,27,122,,,,742,2810,993,,173,,,,40,6450,6,,1606.59,timeout,594.12,11.13,0.71,2.35,0.47,7.80,556.58,440.38,29.70,0.15,1.35,1.10,2.29,582.85,104.41,,478.06,4.05,4.05,4.62,142.38,0.00,142.38,2.98
chc-lia-0368.smt2,,,1,,,2,2,,,,,5,,1,,4,8,,8,,,,,,,5,4,5,,,,,,,,,3613.72,1739.09,sat,49.03,0.43,0.02,0.08,0.01,0.34,35.50,0.03,30.69,0.00,2.71,2.34,0.00,35.97,30.40,,5.56,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0369.smt2,,2,,,,2,2,,,,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,,4766.40,2252.60,unsat,46.74,0.00,0.00,0.00,0.00,0.00,22.65,2.31,17.55,,2.76,2.39,0.08,22.77,8.70,,14.06,0.04,0.00,,,,,0.43
chc-lia-0370.smt2,,40,,124,2,75,74,,367,,362,573,,3757,8,,14006,433,2408,,221,739,,,,4025,7844,5942,,649,,12,,271,9655,12,,1594.59,timeout,590.24,20.13,1.57,7.38,1.26,10.27,300.20,214.84,28.87,0.69,2.74,1.79,4.63,370.30,62.30,,307.01,12.89,14.72,48.79,93.49,0.00,93.49,9.36
chc-lia-0371.smt2,,,10,2,1,13,13,,6,,2,170,1,206,,98,2034,,247,,,,,,,207,1000,233,,,,,,,64,,18687.48,5998.13,sat,273.28,9.73,0.37,1.92,0.20,7.31,238.64,2.85,202.52,0.02,2.70,2.22,0.52,250.16,71.56,,178.50,0.96,0.05,33.72,36.22,0.00,36.22,0.02
chc-lia-0372.smt2,,,5,,,7,7,,,,,58,,61,,30,283,2,86,,,,,,,44,141,78,,,,,,,,,7574.80,2705.76,sat,108.47,1.05,0.07,0.31,0.04,0.63,86.78,0.31,76.70,0.00,1.33,1.03,0.05,88.08,40.95,,47.10,0.12,0.00,0.00,0.00,,0.00,
chc-lia-0374.smt2,,,2,,,4,4,,,,,141,,52,,74,355,1,152,,,,,,,101,158,147,,,,,,,,,21787.12,7062.47,sat,516.95,6.49,0.33,3.06,0.12,3.12,446.39,1.01,385.10,0.00,2.63,2.22,2.83,456.99,130.67,,326.31,3.93,0.01,7.01,0.00,,0.00,
chc-lia-0375.smt2,,,4,,,7,7,,,,,188,,182,,104,975,,267,,,,,,,210,475,259,,,,,,,,,17472.52,5499.95,sat,120.30,3.21,0.11,0.58,0.09,2.42,89.48,1.29,72.92,0.01,2.83,2.02,0.40,93.82,21.25,,72.51,0.74,0.01,11.46,0.00,,0.00,
chc-lia-0376.smt2,,,,,,4,4,,,,,8,,3,,5,19,,15,,,,,,,9,7,10,,,,,,,,,9089.88,2284.47,sat,73.20,1.10,0.02,0.09,0.01,0.98,40.76,32.33,0.09,0.00,1.45,1.09,0.02,41.95,28.20,,13.73,0.05,0.00,0.01,0.00,,0.00,
chc-lia-0378.smt2,,,5,,,8,8,,,,,89,,104,,48,496,,123,,,,,,,61,242,114,,,,,,,,,17052.72,5884.27,sat,203.09,4.35,0.20,1.00,0.11,3.06,135.67,0.50,105.15,0.00,3.41,2.73,0.35,141.02,50.71,,90.25,0.73,0.00,9.15,0.00,,0.00,
chc-lia-0379.smt2,,81,,1,,3,3,,1,,1,85,,1,,,52,,93,,,,,,,85,24,92,3,,2,,,,,,9355.88,3026.15,unsat,42.11,0.54,0.02,0.11,0.01,0.38,25.02,2.42,16.08,0.00,2.58,2.04,0.37,26.35,1.01,,25.33,0.45,0.02,9.55,0.01,,0.01,0.19
chc-lia-0380.smt2,,,,,,6,6,,,,,38,,54,,21,183,,53,,,,,,,39,76,47,,,,,,,,,7425.56,3085.44,sat,52.84,1.19,0.04,0.16,0.03,0.97,31.05,24.22,0.00,0.00,3.76,2.98,0.09,32.52,14.10,,18.39,0.16,0.00,0.29,0.00,,0.00,
chc-lia-0381.smt2,,,2,,,4,4,,,,,205,,3,,120,451,,212,,,,,,,148,332,207,,,,,,,,,19859.16,6465.01,sat,245.19,0.86,0.06,0.29,0.08,0.40,189.20,4.31,138.72,0.00,3.38,1.86,0.14,191.05,25.46,,165.57,0.62,0.01,0.00,0.00,,0.00,
chc-lia-0382.smt2,,,,,,3,2,,,,,15,,1,,,18,,18,,,,,,,15,1,15,,,,,,,,,,3784.76,timeout,597.32,0.47,0.03,0.12,0.02,0.31,409.89,0.15,297.17,0.00,8.94,7.98,0.03,410.46,152.85,,257.59,0.05,0.00,0.00,0.00,,0.00,
chc-lia-0383.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,8578.36,2068.39,sat,103.82,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,,3.10,2.68,0.00,0.06,0.00,,0.05,0.00,0.00,,,,,
chc-lia-0384.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,8574.96,2064.91,sat,104.27,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,,3.20,2.78,0.00,0.06,0.00,,0.06,0.00,0.00,,,,,
chc-lia-0385.smt2,,,,,,,1,,,,,3,,,,,3,,4,,,,,,,3,,2,,,,,,,,,,2058.78,timeout,596.99,0.03,0.00,0.02,0.00,0.01,15.23,3.31,,,5.00,2.81,0.00,15.30,3.19,,12.09,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0386.smt2,,367,,158,2,90,89,,51,,12,245,1,772,19,2,8113,77,1041,,202,205,,,,694,5315,3684,,751,,688,,111,2035,7,,3023.65,timeout,589.40,6.10,0.65,2.35,0.88,2.06,405.95,115.24,224.15,0.46,12.38,10.52,12.42,509.49,52.73,,455.46,24.80,29.03,23.83,234.35,0.01,234.35,2.76
chc-lia-0387.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,7488.56,4759.54,sat,72.08,0.01,0.00,0.00,0.00,0.00,13.16,0.00,,,11.32,10.28,0.00,13.17,0.01,,13.15,0.00,0.00,,,,,
chc-lia-0388.smt2,,,2,,,3,3,,,,,32,,1,,17,50,,37,,,,,,,33,31,33,,,,,,,,,15941.24,7049.70,sat,433.31,2.06,0.09,0.40,0.05,1.55,328.35,0.06,285.10,0.00,11.81,10.28,0.09,330.76,235.49,,95.24,0.16,0.00,0.00,0.00,,0.00,
chc-lia-0389.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,8070.08,5178.36,sat,72.85,0.01,0.00,0.00,0.00,0.00,5.52,0.00,,,14.01,12.50,0.00,5.53,0.01,,5.52,0.00,0.00,,,,,
chc-lia-0390.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,6389.32,3983.74,sat,83.44,0.01,0.00,0.00,0.00,0.00,0.47,0.00,,,11.27,9.69,0.00,0.48,0.00,,0.48,0.00,0.00,,,,,
chc-lia-0391.smt2,,,,,,6,5,,,,,17,,10,,4,82,,26,,,,,,,11,42,20,,,,,,,,,,4425.62,timeout,594.32,4.33,0.36,1.72,0.13,2.31,453.81,0.05,130.91,0.00,18.65,16.84,0.84,459.21,347.56,,111.62,1.00,0.00,0.00,0.00,,0.00,
chc-lia-0395.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,14774.72,9202.08,sat,249.27,0.01,0.00,0.00,0.00,0.00,0.52,0.00,,,27.96,24.51,0.00,0.54,0.00,,0.53,0.00,0.00,,,,,
chc-lia-0396.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,25657.52,17939.69,sat,230.09,0.03,0.00,0.01,0.01,0.00,0.76,0.00,,,55.86,51.00,0.00,0.79,0.00,,0.78,0.00,0.00,,,,,
chc-lia-0400.smt2,,,,,,2,2,,,,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,,28.48,10.34,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0401.smt2,,,,,,3,3,,,,,8,,2,,1,11,,11,,,,,,,7,4,10,3,,1,,,,,,45.92,15.56,unsat,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.06,0.00,,0.05,0.00,0.00,0.02,0.00,,0.00,0.00
chc-lia-0402.smt2,,,,,,2,2,,,,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,,28.56,10.39,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0403.smt2,,,,,,2,2,,,,,4,,,,3,5,,6,,,,,,,3,3,3,,,,,,,,,18.96,7.06,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0404.smt2,,,,,,3,3,,,,,7,,1,,5,14,,12,,,,,,,5,7,8,,,,,,,,,30.80,11.61,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-0405.smt2,,,,1,,4,4,,1,1,,10,,5,,9,34,,20,,,,,,,10,17,15,1,,1,,,,,,28.84,13.54,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.02,,0.06,0.01,0.00,0.01,0.00,,0.00,0.00
chc-lia-0406.smt2,,,,1,,3,3,,1,1,,9,,2,,7,22,,13,,,,,,,8,14,9,1,,1,,,,,,24.16,10.58,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0407.smt2,,,,1,,6,6,,3,,3,8,3,4,,3,15,,14,,,,,,,5,4,7,,,,,,,,,21.28,8.57,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.05,0.00,,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0408.smt2,,,,,,2,2,,,,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,,18.16,6.72,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0409.smt2,,,,1,,4,4,,3,3,,4,,3,,4,8,,12,,,,,,,7,1,7,2,,2,,,,,,20.76,8.19,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0410.smt2,,1557,,327,4,112,111,231,226,61,27,932,716,1462,476,13,29412,258,3550,,593,109,137,18,4,1530,16946,4532,154,939,152,808,17,31,103,19,,560.50,timeout,596.69,7.44,2.01,4.04,1.43,1.11,474.80,161.55,65.80,1.89,0.00,0.00,1.08,536.97,127.56,,408.74,4.12,18.62,83.66,51.53,0.01,51.53,22.71
chc-lia-0411.smt2,,2721,,195,2,132,131,,163,26,92,432,432,3267,1011,4,23643,542,5237,,502,4,,,,235,11291,5637,26,1483,26,282,,28,30,13,,477.96,timeout,596.56,8.63,2.07,4.74,1.57,1.17,524.17,110.45,88.38,0.93,0.00,0.00,1.27,586.00,90.29,,494.94,3.89,16.24,79.79,62.68,0.01,62.68,13.42
chc-lia-0412.smt2,,,,,,3,3,,,,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,,23.56,8.52,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0413.smt2,,,,3,,7,7,,,,,18,,17,,17,90,,44,,,,,,1,20,42,36,,,,,,,,,38.80,16.42,sat,0.17,0.02,0.00,0.01,0.00,0.00,0.06,0.03,,0.00,0.00,0.00,0.00,0.14,0.03,,0.09,0.01,0.01,0.01,0.00,,0.00,
chc-lia-0414.smt2,,,,,,3,3,,,,,7,,1,,,8,,9,,,,,,,7,,8,3,,1,,,,,,33.92,9.09,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0415.smt2,,,,,,2,2,,,,,4,,,,,2,,5,,,,,,,4,,4,2,,1,,,,,,78.60,34.90,unsat,0.11,0.00,0.00,0.00,0.00,0.00,0.04,0.00,,,0.01,0.01,0.00,0.05,0.00,,0.05,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0416.smt2,,,,,,,1,,,,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,,18.64,6.84,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0417.smt2,,,,,,3,3,,,,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,,24.12,8.65,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0418.smt2,,,,,,3,3,,,,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,,24.12,8.62,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0419.smt2,,,,,,3,3,,,,,4,,3,,,7,,8,,,,,,,5,,7,3,,1,,,,,,33.44,8.45,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0420.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0421.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.72,6.87,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0422.smt2,,,,,,2,2,,,,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,,19.32,7.32,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0423.smt2,,,,,1,4,4,,,,,13,1,3,,13,36,,27,,,,,,,11,13,22,,,,,,,,,30.00,14.11,sat,0.13,0.02,0.00,0.01,0.00,0.00,0.06,0.03,,0.00,0.00,0.00,0.00,0.11,0.02,,0.08,0.01,0.01,0.02,0.00,0.00,0.00,
chc-lia-0424.smt2,,,13,9,3,15,15,4,11,,12,73,3,234,13,225,2286,26,347,,12,17,,,9,264,1597,291,,1,,7,68,1,17,2,481.32,293.86,sat,12.73,0.62,0.27,0.37,0.09,0.11,10.15,6.25,0.16,0.15,0.00,0.00,0.05,12.37,3.58,,8.72,0.20,0.66,3.58,0.45,0.00,0.45,0.13
chc-lia-0425.smt2,,,,5,1,6,6,,,,,9,,14,5,17,65,2,36,,4,10,,,,18,30,26,,1,,,,,,,41.20,21.83,sat,0.26,0.04,0.01,0.02,0.00,0.01,0.13,0.07,,0.00,0.00,0.00,0.00,0.24,0.03,,0.19,0.01,0.01,0.06,0.02,0.00,0.02,
chc-lia-0426.smt2,,,,3,1,5,5,,4,,9,9,,6,3,9,53,,26,,2,3,,,,18,28,15,,1,,,,,,,31.40,14.86,sat,0.15,0.01,0.00,0.01,0.00,0.00,0.07,0.03,,0.00,0.00,0.00,0.00,0.13,0.02,,0.09,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0427.smt2,,,,2,1,8,8,,8,,19,15,2,10,7,13,82,3,41,,,,,,,39,42,36,,,,,,2,,,41.88,21.96,sat,0.31,0.03,0.01,0.01,0.00,0.01,0.15,0.08,,0.00,0.00,0.00,0.01,0.28,0.04,,0.21,0.02,0.02,0.06,0.03,0.00,0.03,0.00
