index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0428.smt2,,,,1,,11,11,,18,,18,14,18,19,,3,33,,34,,,,,,,25,2,22,,,,,,,,,25.72,11.33,sat,0.16,0.02,0.00,0.01,0.00,0.00,0.04,0.01,,0.00,0.00,0.00,0.00,0.14,0.01,,0.10,0.01,0.01,0.01,0.02,,0.02,
chc-lia-0429.smt2,,,1,,,2,2,,,,,4,,,,3,5,,8,,,,,,,7,2,7,,,,,,,,,19.92,7.77,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.02,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0430.smt2,,,,,,,2,,,,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,,21.00,8.51,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0431.smt2,,,,,,,2,,,,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,,22.20,9.48,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0432.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,22.96,8.14,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0433.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,22.92,8.13,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0434.smt2,,,,,,3,3,,,,,7,,3,,8,19,,16,,,,,,,7,8,12,,,,,,,,,28.84,11.66,sat,0.08,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,,0.04,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0435.smt2,,,,,,2,2,,,,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,,22.88,8.18,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0436.smt2,,,,,,2,2,,,,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,,22.88,8.18,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0437.smt2,,,,,,3,3,,,,,8,,1,,4,14,,12,,,,,,,6,5,8,,,,,,,,,26.16,9.89,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.01,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0438.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,17.76,6.43,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0439.smt2,,,2,3,,5,5,,,,,7,,3,,6,14,1,17,,,,,,3,8,2,12,2,2,2,,1,,,,20.56,8.10,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,0.03,0.00,0.01,0.00,0.00,,0.00,0.00
chc-lia-0440.smt2,,,,,,4,4,,,,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,,44.56,12.16,unsat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.01,0.00,0.00,0.05,0.00,,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0000.smt2,,,,,,,1,,,,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,,18.16,6.47,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0001.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,17.80,6.43,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0002.smt2,,,,1,,3,3,,,,,4,,1,,3,5,,8,,,,,,,3,1,4,,,,,,,,,18.92,6.93,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0003.smt2,,,,3,,4,4,,,,,5,,4,,4,12,,12,,,,,,1,4,3,7,,1,,,,,,,19.32,7.19,sat,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,,0.03,0.00,0.01,0.00,0.00,,0.00,
chc-lia-lin-0004.smt2,,,2,2,,5,5,,,,,8,,4,,9,18,,19,,,,,,2,11,6,14,3,2,3,,2,,,,21.48,8.72,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.01,,0.04,0.00,0.01,0.01,0.00,,0.00,0.00
chc-lia-lin-0005.smt2,,66,,83,4,14,13,386,45,21,22,1215,1,389,93,51,4156,2,1343,,178,149,156,30,473,1482,1711,1053,199,38,188,438,355,4,72,12,,633.51,timeout,597.09,15.98,6.06,10.12,1.09,3.91,450.83,322.33,33.67,2.82,0.00,0.00,0.22,495.42,143.99,,351.34,2.39,10.50,160.52,58.95,0.00,58.95,9.95
chc-lia-lin-0006.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.36,5.14,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0007.smt2,,,18,11,1,19,19,,37,22,22,57,2,87,19,33,484,17,140,,20,18,12,,6,114,220,148,28,9,24,,,6,3,3,80.56,42.87,sat,1.32,0.15,0.05,0.07,0.02,0.04,0.69,0.40,0.01,0.01,0.00,0.00,0.02,1.27,0.22,,0.95,0.06,0.10,0.18,0.10,0.00,0.10,0.05
chc-lia-lin-0008.smt2,,,,,1,2,2,,,,,2,,,1,4,3,,8,,1,2,,,,5,1,4,,,,,,,,,20.08,7.45,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
chc-lia-lin-0009.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.32,5.16,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0010.smt2,,282,,106,3,33,32,40,68,25,13,1145,26,3450,141,148,17349,171,1615,,188,117,117,,668,1267,7306,1438,161,97,137,232,261,13,74,12,,688.82,timeout,597.41,6.93,2.66,4.16,0.90,1.38,431.65,262.53,81.58,7.29,0.00,0.00,0.30,468.60,234.17,,234.23,2.14,9.54,123.31,24.81,0.00,24.81,5.55
chc-lia-lin-0011.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.40,5.25,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0012.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.76,6.91,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0013.smt2,,,,,,4,4,,,,,9,,3,,7,20,,18,,,,,,,9,10,13,,,,,,,,,25.32,9.64,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.01,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0014.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,18.84,6.96,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0015.smt2,,,,2,,12,11,,13,7,7,17,,19,,3,71,5,36,,,,,,,23,30,27,7,,7,,,,,,,6.96,timeout,595.08,0.02,0.01,0.01,0.00,0.01,0.15,0.11,0.01,0.00,0.00,0.00,0.01,0.28,0.03,,0.20,0.01,0.02,0.04,0.01,,0.01,0.01
chc-lia-lin-0016.smt2,,,,1,,6,6,,3,3,,7,,6,,4,13,1,16,,,,,,,5,1,10,,,,,,,,,21.04,8.25,sat,0.10,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.08,0.00,,0.05,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-lin-0017.smt2,,,,,,2,2,,,,,7,,,,5,8,,9,,,,,,,5,5,6,,,,,,,,,28.96,10.53,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0018.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,14.04,5.54,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.01,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0019.smt2,,35,,22,3,19,18,19,30,2,25,925,20,529,23,234,4988,113,1036,,59,29,36,,258,853,2357,769,53,10,36,69,251,2,20,6,,577.89,timeout,597.59,5.48,2.22,3.44,0.76,0.94,335.67,219.47,36.71,3.23,0.01,0.00,0.21,361.44,96.79,,264.54,1.99,10.03,177.72,9.61,0.00,9.61,1.90
chc-lia-lin-0020.smt2,,,,,,1,1,,,,,1,,,,1,,,2,,,,,,,1,,,,,,,,,,,17.68,6.42,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0021.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.64,7.02,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0022.smt2,,,,,,4,4,,,,,16,,5,,11,32,,30,,,,,,,14,8,25,,,,,,,,,29.76,14.13,sat,0.16,0.02,0.01,0.01,0.00,0.01,0.08,0.04,,0.00,0.00,0.00,0.00,0.14,0.02,,0.11,0.01,0.01,0.03,0.00,,0.00,
chc-lia-lin-0023.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,19.08,7.13,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0024.smt2,,,6,2,1,7,7,,5,4,,13,2,18,1,7,37,2,28,,,,,,,9,3,21,5,,5,,,,,,30.00,13.76,sat,0.17,0.02,0.00,0.01,0.00,0.01,0.06,0.04,0.00,0.00,0.00,0.00,0.01,0.15,0.01,,0.11,0.01,0.01,0.03,0.01,0.00,0.01,0.01
chc-lia-lin-0025.smt2,,,,,,3,3,,,,,9,,3,,1,12,,13,,,,,,,9,4,12,3,,1,,,,,,35.00,9.46,unsat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0026.smt2,,,,,,,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,19.12,7.11,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0027.smt2,,,,,,3,3,,,,,4,,1,,2,4,,7,,,,,,,2,,3,,,,,,,,,18.48,6.91,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0028.smt2,,,,,,5,5,,,,,6,,5,,5,12,1,15,,,,,,,5,1,10,,,,,,,,,20.96,8.30,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0029.smt2,,357,55,28,1,56,56,,18,17,,59,,38,330,28,634,12,497,,29,44,,,,51,132,443,,387,,,,1,,,69.36,42.12,sat,3.82,0.31,0.08,0.15,0.06,0.05,1.45,0.13,0.64,0.00,0.00,0.00,0.07,3.77,0.33,,3.17,0.17,0.35,0.00,1.41,0.00,1.41,0.03
chc-lia-lin-0030.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.60,6.29,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0031.smt2,,,,,,,1,,,,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,,18.84,6.91,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0032.smt2,,,,,,2,2,,,,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,,19.28,7.28,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0033.smt2,,,,1,,8,7,,5,4,,9,,10,,,20,,20,,,,,,,8,,13,,,,,,,,,,27.50,timeout,599.99,0.01,0.00,0.00,0.00,0.00,1.15,0.05,1.08,0.00,0.00,0.00,0.00,1.20,0.01,,1.17,0.01,0.00,0.02,0.00,,0.00,0.00
chc-lia-lin-0034.smt2,,,8,5,2,8,8,,,,,13,,11,13,9,61,6,35,,23,12,20,,1,21,23,26,20,13,20,8,1,,23,3,35.04,16.47,sat,0.43,0.05,0.01,0.02,0.01,0.01,0.18,0.12,0.01,0.00,0.00,0.00,0.01,0.40,0.03,,0.33,0.01,0.02,0.03,0.10,0.00,0.10,0.02
chc-lia-lin-0035.smt2,,,,5,2,8,8,,,,,13,,12,13,7,72,1,36,,22,12,19,,2,20,31,26,19,13,19,7,1,,23,3,35.44,16.66,sat,0.38,0.04,0.01,0.02,0.01,0.01,0.16,0.10,0.00,0.00,0.00,0.00,0.01,0.35,0.03,,0.28,0.01,0.02,0.03,0.08,0.00,0.08,0.02
chc-lia-lin-0036.smt2,,,,1,,8,8,,1,1,,15,,19,,7,56,,37,,,,,,,12,17,31,4,,1,,,,,,24.96,11.36,sat,0.13,0.02,0.00,0.01,0.00,0.01,0.05,0.03,,0.00,0.00,0.00,0.00,0.12,0.01,,0.08,0.01,0.00,0.02,0.00,,0.00,0.00
chc-lia-lin-0037.smt2,,,,,,4,4,,,,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,,44.80,12.27,unsat,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,,0.04,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0038.smt2,,,,,,3,3,,,,,11,,4,,6,22,,16,,,,,,,8,9,12,,,,,,,,,22.96,9.73,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.05,0.01,,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0039.smt2,,,,1,,7,7,,7,7,1,40,,20,,25,183,1,59,,,,,,,38,115,55,10,,7,,,,,,48.68,26.27,sat,0.51,0.04,0.01,0.02,0.00,0.01,0.31,0.17,,0.00,0.00,0.00,0.01,0.46,0.11,,0.33,0.02,0.02,0.12,0.00,,0.00,0.02
chc-lia-lin-0040.smt2,,,,3,1,18,18,,4,3,,38,,119,1,28,317,6,136,,1,12,,,,39,101,123,4,,3,,,1,,,58.68,34.20,sat,0.80,0.12,0.02,0.05,0.02,0.04,0.41,0.25,0.00,0.00,0.00,0.00,0.01,0.76,0.09,,0.61,0.03,0.05,0.22,0.01,0.00,0.01,0.00
chc-lia-lin-0041.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,sat,0.00,,,,,,,,,,0.00,,,,,,,,,,,,,
chc-lia-lin-0042.smt2,,,,1,,4,4,,,,,12,2,11,,8,37,,24,,,,,,,8,16,19,,,,,,,,,23.88,10.24,sat,0.10,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.08,0.01,,0.06,0.00,0.01,0.01,0.00,,0.00,
chc-lia-lin-0043.smt2,,,,2,1,7,7,,7,3,10,48,6,28,,,70,,73,,1,,1,,,56,6,73,16,,5,,,,1,,50.40,21.59,unsat,0.46,0.05,0.01,0.02,0.00,0.02,0.25,0.16,,0.00,0.00,0.00,0.01,0.43,0.02,,0.39,0.02,0.04,0.12,0.02,0.00,0.02,0.03
chc-lia-lin-0045.smt2,,30,,56,4,12,11,245,15,5,18,918,4,374,33,178,3140,110,1020,,203,164,165,10,335,1131,1287,879,172,16,168,274,160,6,57,13,,644.81,timeout,592.90,6.82,2.84,4.70,0.56,1.12,232.22,179.49,12.87,0.85,0.00,0.00,0.21,252.92,57.54,,195.33,1.20,5.35,108.53,19.32,0.00,19.32,6.26
chc-lia-lin-0046.smt2,,,,1,,4,4,,,,,8,2,4,,8,30,,19,,,,,,,8,17,14,,,,,,,,,24.00,10.52,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.07,0.01,,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0047.smt2,,,,,,7,7,,,,,14,,15,,8,44,,29,,,,,,,10,12,21,,,,,,,,,23.64,10.60,sat,0.10,0.01,0.00,0.01,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.09,0.01,,0.05,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0048.smt2,,,,,,9,9,,,,,18,,22,,7,64,,38,,,,,,,9,22,28,,,,,,,,,24.96,11.31,sat,0.13,0.02,0.00,0.01,0.00,0.01,0.05,0.02,,0.00,0.00,0.00,0.00,0.12,0.01,,0.07,0.01,0.00,0.02,0.00,,0.00,
chc-lia-lin-0049.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.60,6.34,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0050.smt2,,,,3,1,17,17,,,,,47,2,147,3,44,627,11,163,,6,26,,,,40,273,141,,3,,,,,,,100.36,63.36,sat,2.05,0.20,0.03,0.09,0.02,0.07,1.40,1.01,,0.02,0.00,0.00,0.02,1.99,0.39,,1.53,0.05,0.13,0.82,0.03,0.00,0.03,
chc-lia-lin-0051.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.96,6.58,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0052.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0053.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0054.smt2,,,,3,1,9,9,,,,,11,12,27,1,13,55,1,43,,,,,,,11,5,33,,,,,,,8,1,37.04,16.52,sat,0.27,0.03,0.01,0.01,0.01,0.01,0.12,0.08,,0.00,0.00,0.00,0.01,0.24,0.01,,0.20,0.01,0.01,0.07,0.02,0.00,0.02,
chc-lia-lin-0055.smt2,,,,3,1,24,24,,8,4,,59,,154,4,34,539,10,173,,5,39,1,,,63,209,176,16,2,5,,,4,,,103.00,59.98,sat,1.63,0.21,0.03,0.09,0.02,0.08,0.97,0.66,,0.01,0.00,0.00,0.02,1.56,0.22,,1.25,0.06,0.10,0.52,0.03,0.00,0.03,0.03
chc-lia-lin-0056.smt2,,,,1,,7,7,,,,,19,5,25,,15,60,,52,,,,,,,13,12,44,,4,,,,,,,31.68,15.34,sat,0.28,0.04,0.01,0.02,0.01,0.01,0.13,0.08,,0.00,0.00,0.00,0.01,0.26,0.02,,0.22,0.02,0.02,0.06,0.01,,0.01,
chc-lia-lin-0057.smt2,,,,,,5,5,,,,,6,,5,,4,16,,15,,,,,,,5,4,10,,,,,,,,,25.00,9.28,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.04,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0058.smt2,,391,,33,3,14,13,180,9,3,,388,,246,38,100,1620,80,569,,240,3,63,3,,481,530,603,90,125,84,378,,,650,43,,466.23,timeout,593.89,3.25,1.09,1.84,0.37,0.82,488.44,199.37,145.53,0.31,0.00,0.00,0.27,504.55,102.20,,402.28,0.89,2.59,90.56,101.44,0.00,101.44,47.11
chc-lia-lin-0059.smt2,,479,,46,5,15,14,187,10,1,,429,,273,40,97,2105,97,657,,263,8,70,2,7,525,855,708,109,140,103,445,2,1,303,25,,476.79,timeout,596.81,4.94,1.41,2.80,0.53,1.29,530.84,158.68,187.36,0.39,0.00,0.00,0.36,548.66,88.75,,459.83,1.15,3.13,108.42,89.34,0.00,89.34,53.63
chc-lia-lin-0060.smt2,,,,,,2,2,,,,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,,23.68,8.51,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0061.smt2,,,,1,1,37,37,,20,,1,46,,296,,81,1464,11,374,,,,,,,76,645,415,,,,,,20,2,,141.96,88.03,sat,5.48,0.55,0.09,0.26,0.06,0.17,3.84,2.73,0.00,0.04,0.00,0.00,0.06,5.37,1.03,,4.19,0.17,0.31,1.87,0.05,0.00,0.05,0.06
chc-lia-lin-0062.smt2,,,,,,16,16,,,,,24,,49,,18,165,,81,,,,,,,19,59,66,,,,,,,,,39.48,22.26,sat,0.47,0.08,0.01,0.03,0.01,0.03,0.23,0.16,,0.00,0.00,0.00,0.01,0.45,0.05,,0.34,0.02,0.02,0.14,0.00,,0.00,
chc-lia-lin-0063.smt2,,75,11,4,1,12,12,,18,14,5,49,62,34,,39,396,11,151,,4,,,,,110,253,147,26,,26,,,,,,101.68,62.23,sat,2.22,0.19,0.05,0.09,0.02,0.06,1.50,0.70,0.20,0.00,0.00,0.00,0.03,2.15,0.31,,1.80,0.07,0.12,0.57,0.14,0.00,0.14,0.09
chc-lia-lin-0064.smt2,,,,3,1,487,486,,,,,898,7393,6724,,1,13668,264,7773,,,,,,,577,3238,7419,,,,,,,,,,287.79,timeout,591.80,11.53,2.14,6.47,1.70,1.49,500.14,102.71,11.45,0.56,0.00,0.00,2.72,562.18,15.87,,543.88,7.67,12.99,100.18,15.73,0.00,15.73,
chc-lia-lin-0065.smt2,,,,,,3,3,,,,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,,23.64,8.57,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0066.smt2,,,,2,,5,5,,3,3,,18,,7,,18,75,,34,,,,,,,20,45,28,3,,3,,,,,,50.64,22.98,sat,0.23,0.02,0.00,0.01,0.00,0.01,0.11,0.05,,0.00,0.01,0.00,0.00,0.19,0.04,,0.13,0.01,0.01,0.02,0.00,,0.00,0.00
chc-lia-lin-0067.smt2,,,,,,3,3,,,,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,,24.04,8.64,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0068.smt2,,,,2,1,17,17,,2,,2,103,9,669,,117,1557,16,335,,,,,,,258,350,328,,12,,,,,18,,212.04,135.99,sat,14.98,0.59,0.21,0.33,0.07,0.13,12.52,10.53,,0.17,0.00,0.00,0.09,14.81,2.51,,12.22,0.28,0.74,8.35,0.19,0.00,0.19,
chc-lia-lin-0069.smt2,,149,,21,3,51,50,131,89,22,58,918,43,3042,121,,10058,40,1693,,301,214,180,,201,1436,3432,1963,149,97,130,202,172,54,150,10,,362.16,timeout,588.13,9.36,1.43,5.04,0.74,2.95,401.62,286.71,52.01,1.87,0.00,0.00,0.36,431.95,95.19,,336.53,1.84,9.82,194.39,34.50,0.00,34.50,14.20
